otu	barcode03	barcode04	barcode02	barcode01	barcode05
e90d318495d8cc4f97e4ce5ba39b083ea89250c2	0	0	0	0	1
ac6a934af15a4acc46b69d7d82e25b682451fa3c	0	0	0	0	1
59f2b0915f8f045e3f89de0ea9bb9e8773e24e9c	0	0	0	0	1
24e292c8959187e7fb2b21deba576bece33097ee	0	0	0	0	1
c641a2e6f00d9ff6d32870aca34efacf64630c71	0	0	0	0	1
50118559dc1a11383c61a2c60b3a678aee288322	0	0	0	0	1
080ad02d8af19a90cb4e961afce50e5847df1194	0	0	0	0	1
9c3c9fd4fc7c04291e578fe40cb12c414d669695	0	0	0	0	1
087d3291a86647fb2ddc6ffbecbc6f937c446d08	0	0	0	0	1
4b7e6c29ad821533bc090d52b597edeaaab64f61	0	0	0	0	1
70dbff71e17c952deff92f152ca7cd031d857a59	0	0	0	0	1
8fb5610dc618fb2fa0094b36185d9a25cd3fe660	0	0	0	0	1
8930ea400a5e62115ef7f74a5ca4c2f1d112e16d	0	0	0	0	1
bae6b150bc78249f748c44f779c18744e6462ff0	0	0	0	0	1
84b44ff3128862fb84d5eb3e60b13469568bb923	0	0	0	0	1
b76e01eba9f5581d915eb5728e12dc4368fd670d	0	0	0	0	1
0f3ed60287ce8c1edfb1bd76f8d88474ac843235	0	0	0	0	1
e909b60faa7297630a1e2000d1caa761bdeffa5c	0	0	0	0	1
fcd533c07984fd86b5a6136b7bc76d74bf914f54	0	0	0	0	1
a192c7b0520507fba6226b79aacab07fb5876d49	0	0	0	0	1
35795f17a06a467298afc3ff49f74f8d5b3ecced	0	0	0	0	1
e0097764214543ae4b766e1d0c23f374305f34c7	0	0	0	0	1
277ae624a45d45dc9fe1f4e66acd7b2202564e90	0	0	0	0	1
5f9a0308fc7ee2d44f1b924779a9ab111a5d95ed	0	0	0	0	1
8a03c963e8a9d53562c10f001e2996668c95ba33	0	0	0	0	1
9f0eb46111b85df25c4ba57b4b25e506982e189f	0	0	0	0	1
772e92ba46256f23875f8348dcfb265e93bbbcc3	0	0	0	0	1
5b924204e69c7cda25c38dc3dde8a1f7bf239d59	0	0	0	0	1
d9e78c90e68f0d57402410db51fca401382c2b76	0	0	0	0	1
76518c14ec793dac3b0fb3fe77fd05ef7a3a6dbc	0	0	0	0	1
863f11d3465362f5579428bdb8287052aadfceb5	0	0	0	0	1
e480b4816ed0f27555349df7bb026581e825664f	0	0	0	0	1
c8c7559506017c464ab100a627de6a80d695f770	0	0	0	0	1
c005a0848db8dd2083d0e09e555d233143c744f0	0	0	0	0	1
b346ff86dd5162388f8d61fd37b20065053a4ab2	0	0	0	0	1
76ec71d07f7fead65fb6a95ff72827f0390d0f8b	0	0	0	0	1
72e53438ee9242ad6396fbca83a00f573f366e79	0	0	0	0	1
37d0a496f21707b7f1ae433e54d4efd7c6d62aca	0	0	0	0	1
0979754c166d341e90908a94cb82b8f790360e78	0	0	0	0	1
89ccda886dc38fa35bc6a483dccca89906e70373	0	0	0	0	1
c607bc3211357b6998c559ec558c937cffa5fa36	0	0	0	0	1
7663ed9df55569ffd239baaef739e3b002db3ece	0	0	0	0	1
465ff23a5e84ab11fba477a71af0ffe895b12cc7	0	0	0	0	1
3988b203774a33a52aad7f2f11f30abfc74d221e	0	0	0	0	1
907984f65df3a74b895e3db7d27b78d676484cc4	0	0	0	0	1
facc3ab4ab2abe5c955ee3edb486b96e637340a5	0	0	0	0	1
229a088abec91d7e85860871c9b65814c338c1ac	0	0	0	0	1
a36266fd9a7fcebd4f845dd35197207edf1ee463	0	0	0	0	1
bfb41224a0014a945d2c40b089990dc3cdaab34e	0	0	0	0	1
acc8c07376f404b49e543b23f85996e984176ca1	0	0	0	0	1
06483afd536263db1a37351fe176c833442bf7a5	0	0	0	0	1
fe35f7dc07d6c503d0dcd6a453d0bdf84e5d6985	0	0	0	0	1
3540df7070fccd68ebd45b97ac3e0b1098fec2ff	0	0	0	0	1
a777fc07ec920bff881e0be6d07846810354486d	0	0	0	0	1
9e0425af678603127cc7fe1d11aefe55356fad55	0	0	0	0	1
cae86bdb92e97c3286511ed9b410db46ee5cd705	0	0	0	0	1
f161e50ed89ac8d225299163d7d9445950622f48	0	0	0	0	1
e47b73e5839ae6fc040cdcdc669f18ea3cfd6317	0	0	0	0	1
b187a22cefe501fecf78aaefa1126719530554a3	0	0	0	0	1
132bba32f1df589eac26c19636b0ff06bb418d9a	0	0	0	0	1
9b0226db40c73daa79c9b083da1fd29039ede0b7	0	0	0	0	1
e6e932181e091fec37569f1cbef33e842f5d49c4	0	0	0	0	1
d81c2a3ae11bc9e42c6312e46a1d785fe78fa471	0	0	0	0	1
2ce4442d585f688a8b22f2d709fb9dc7775a1307	0	0	0	0	1
87f1223613310de6005ca943325335a4975b9c4d	0	0	0	0	1
f88addeea688bd4303980957e2bbfe9b058ae8ad	0	0	0	0	1
48deb827f005418d8e46329ccd9c3bdcc67bd256	0	0	0	0	1
133bc5da28a96c21c64a3865c5f8f25e6b1b2eb1	0	0	0	0	1
81dc943ea1e6dcbb38878b80c268dd85618ef94f	0	0	0	0	1
5859264f1d0450b0c1b43bc77b2858a433e2a553	0	0	0	0	1
7e0971ca4c83cd0957fbd11004d867a96e1c3f40	0	0	0	0	1
2983d7bf0e753a98d2e6b63d14ebb0df9ef53a59	0	0	0	0	1
b2aacb7af531a8f475c88b25e6fbe71c453954dc	0	0	0	0	1
f2bbfa764e57dae5acf053c5f0661967db8ab7c7	0	0	0	0	1
3d4c37a0ab69e1051fd5b84fa19a91b2c81fab42	0	0	0	0	1
b3f40aa9760db7ef44927146a229a49f3ffc07d9	0	0	0	0	1
6ec4a43a66864d9cc4f3ca63eba34a53e8baf745	0	0	0	0	1
06429a8081e33b35ae96a2802773e61623d10a75	0	0	0	0	1
c27c09602ae04f3467fb04b0a77b8cff8d349855	0	0	0	0	1
995f298fd87432ad77d968f5427093ba28151b2a	0	0	0	0	1
3bbd79a94e2b3433a81d6682d1936106a32100ff	0	0	0	0	1
92cedd18eedaa34299f5ee8bb082279eb314ac2f	0	0	0	0	1
b51fa1430586b000a8cefe1a74e84f59e337fca4	0	0	0	0	1
5e90c99c09ac98b1d68776980a420ccbbcce13b7	0	0	0	0	1
84022f0f6429e10c8b5d23ba21c37c648a786205	0	0	0	0	1
6cd23b9edc909ea6bbbe7cf580aeff6cebeac86d	0	0	0	0	1
c679523b0ed53cccbbf6e8043176c59cf5ecb9d6	0	0	0	0	1
f7e4e8cc01b791a5a7f146a5c13f99193dcdace7	0	0	0	0	1
01ad91ac98acd2b0fb3a5268a82f3550c2d7f00b	0	0	0	0	1
c2081a9a5ec25ddeeb1932a3d9d5080235fd2a6c	0	0	0	0	1
7658749be7205fa5f4a0ba5f64dba3f1a2c80297	0	0	0	0	1
46b18ab768cd99186fb5a479f87585c66874a4bb	0	0	0	0	1
1e465ddb9a37a2d4be545d2ad9050ffe3010f5d8	0	0	0	0	1
427f8b05e6d0fa6bb7b9ca293ddb4c6388503844	0	0	0	0	1
003034f2e3da8de682994932ca52c2855ebcf18f	0	0	0	0	1
40579caac600dfa618ea82983c49a84b3c4a6817	0	0	0	0	1
080d1a8c61199a9ffe0b73e54703ed2cf7458079	0	0	0	0	1
aa8babc363314db243b5dcbe86eb3b55879743fb	0	0	0	0	1
12605e2e257f70a9f3f72885442fbe6f617c63d6	0	0	0	0	1
2f98b70d3cc6428b901e9dc01bb33026133c7240	0	0	0	0	1
371b5ced7f0be6ba47ddbb27a6bab7bdca25034a	0	0	0	0	1
e6b554e79e405e88c0ac6e38d4f6b9a2cde8f9f9	0	0	0	0	1
ba90111ee06937ddf8f34051e18d23062e810d79	0	0	0	0	1
662e400615ce989883b71e6cf3b2b3d3611881d3	0	0	0	0	1
493a9c9dabbec016d391b0280ebb6f43a143eb5c	0	0	0	0	1
8a0fcb971162de02860af39ab64114f3492e1fee	0	0	0	0	1
dbe0e6258737c9d05394fd3bda86cc45966eca0b	0	0	0	0	1
e7cc2399bedfe24985cefa291412a6321989f142	0	0	0	0	1
a12a8d660a277cae08e40c7d4979725d07f7333c	0	0	0	0	1
23a25420a4d0b265aed360de73063933d939505e	0	0	0	0	1
0b029dca34749818bc6b68b435238111d25d57c7	0	0	0	0	1
0424eedf1a6b6eeeb449d3cdc9089f4a91b7c2aa	0	0	0	0	1
c826c889ee24bf0e05cd897935957007fa024d13	0	0	0	0	1
3c2645093615fc1537b402232104efa32a10d783	0	0	0	0	1
b96e52a62b3a78f98364c5c8fc074e6eac38bf1b	0	0	0	0	1
d8a7fbe220eddf7bbb5cbe3641fdca1a4469fbb2	0	0	0	0	1
976752d36832accdac7cdf7fbc20cfa594532ffd	0	0	0	0	1
db46d8e4433f48dc0ba6de24731f14f93ace1970	0	0	0	0	1
4002ab981bfb46bdc7621276cebb90ad63453029	0	0	0	0	1
9d9e1274a370c1ada41cdcab46816165fae77acb	0	0	0	0	1
f3feff38596a7cdf844dd68d06e1a738b615f279	0	0	0	0	1
2d66f899a2308313257b8d344996b53a11b50df0	0	0	0	0	1
3517a6bfe3ec6b306791bd6981feeeb1abff2d2b	0	0	0	0	1
b9a9eabc39b3369138486b1f71a3a005334bd1f0	0	0	0	0	1
d6dd2b58f36bb1a87211b498f4b68df284ac0553	0	0	0	0	1
8acb6b91b1ac493f7a952247d67fba85c6880d9f	0	0	0	0	1
21c2188f5f2cf3c75deae40d6df496b0b5e1e8e8	0	0	0	0	1
c43104f31108c724244aa8370e403dd1b3524049	0	0	0	0	1
a66fe344695f5bd428d3399ea0ecfd4033c4307d	0	0	0	0	1
c6273334edea5ea065fd4fcfc87c760f0dd3116c	0	0	0	0	1
63a832fbcf385efc8e3d9e99b997e6d722ac66f5	0	0	0	0	1
d44386ac54897e861c170cd7e96a34841ec71f51	0	0	0	0	1
1f7147979dc890b8103673e7e219be6b5f2b9932	0	0	0	0	1
b0754234c26fd53fe200e86938f4e7b23a764388	0	0	0	0	1
79d41dc123613b0c3006ba5f58248cfea9a8e708	0	0	0	0	1
2e7217d04ccf3d0f0a026d2fe4e8888500339164	0	0	0	0	1
e0f10f203a713cb213fe855fcd83a7d55fcaa95f	0	0	0	0	1
cd14f5036c5ace6d2f1a484c2a20a90fb3de8245	0	0	0	0	1
440db1cf196936877bc39da2340c9629b79f6622	0	0	0	0	1
384e0a1a635954acc93a08deecb2ee0134dc0775	0	0	0	0	1
b01442fbfa6001a0b070b8e99eec43176278913f	0	0	0	0	1
62a9239fad7ad3afcdd2fa10d103ae292d598c24	0	0	0	0	1
8b59ddd0f6196b284cf84bed85445e170ea57411	0	0	0	0	1
2ffbb1a66c4b653eb3db099f7c1e9713f8153bf2	0	0	0	0	1
