otu	barcode03	barcode04	barcode02	barcode01	barcode05
1eb3331af4f2120f748dce00e915816f9acfda02	0	1	0	0	0
757c322bf51416228cb7877dd9c62cb2852e6d29	0	1	0	0	0
172f6060cdf167df77eae0b6c0705c41bf9cd11c	0	1	0	0	0
18ab16abb4cdcf123302be7b5bb96b47c8643b6f	0	1	0	0	0
e36c2ea220ad069c6aabbcaa2cb1e7d74719e191	0	1	0	0	0
ae6d56b89da9c10037efd050aeaf39f31914ce8d	0	1	0	0	0
499aa54fd0f3d204ba55bfc68490b38b7aaae77c	0	1	0	0	0
bea76dfb8a1d30523c7dcc101c9bbf7baa55a51a	0	1	0	0	0
104c64004904dfa5d89f605d436de6685fe45d7d	0	1	0	0	0
9bc73afcc9d8a0e3568b39dd46613889964d30a6	0	1	0	0	0
e8bf714c5e6de593173a16e870014654d4240103	0	1	0	0	0
aa01235a378db68ac50bf27c11614a81a15d77cd	0	1	0	0	0
d66fd42f81e70c890a7de39382ac8894e232bd2e	0	1	0	0	0
e46355775814703002d7aace2e8a0c2b2e4a259e	0	1	0	0	0
1819f97e40cde9bd92c2317cbd7b6fbc9fd0893b	0	0	0	0	1
c462ad5ea73a80edd276facf408c8fb7d0922a8c	0	0	0	0	3
8e82e9f1732d415db3add5bc46186c83e17e95dc	0	0	0	0	2
08cc8efa0f7419d2639a334bbafb5e46fb6f23a4	0	0	0	0	1
1acc4bef87748366ab7e3a216c3b7259c93b555d	0	0	0	0	1
98e88af94f8b1b23e07d56b4e4e5e7ac84304a16	0	0	0	0	1
22e3bfef3e8a156e47b47d89ba9ff4d0327df326	0	0	0	0	1
4a3052b14cf41fee4871c23a61204850cfe47b94	0	0	0	0	4
7e271202dcb5fdbbc94c28d285b636f0897a6050	0	0	0	0	1
24352f4653bb86d9318c58c1cfcef3196e50c980	0	0	0	0	1
fff886f99a87da04baf9b2b85c5c1d309ca33ef3	0	0	0	0	1
16737e1bd5bda1ce69ede177ab9d557fe01b2caf	0	0	0	0	13
4909ad90396121c89058a8fbce2f965426519e92	0	0	0	0	1
79ad728d41bf67873765d901cc881c1cd63981ce	0	0	0	0	1
f08d185cc90e3e55f18ac001eeb62f04d8cec92c	0	0	0	0	1
57a0311dc78a12e0fb6736f1f950754875d9769b	0	0	0	0	1
d65a3d8b0af867157b02a846ef2e7e25f9e19353	0	0	0	0	2
43143fdffacfa6823eaa9c70fcbd1c2aaa4e7604	0	0	0	0	3
5a7be2401f28b69bb28ff973c90c9e8239a051fd	0	0	0	0	1
b0800595a8c3d1fb0a9d51c431200081ded93c01	0	0	0	0	1
827848764a1b1266c5ea1b72c835d6bd42f8a47a	0	0	0	0	1
0b7fb3f9a4233dab3a3c37259ccb1cfaf5ab196b	0	0	0	0	1
da7b013409e2b2efccbbd212777a7958eb4f551c	0	0	0	0	1
8b7b47e62dd9726389e86186ea27634fee3433ff	0	0	0	0	1
9e01c4e3e4d113b83bb21682329982473330b226	0	0	0	0	1
15fd83127afa0321cb16b459a346f20922ce867e	0	0	0	0	8
c7f8f6e01f252585b7e3fdc361893c6efabdc7db	0	0	0	0	4
10302ff928b6dc9ba652983e92a556e95517f332	0	0	0	0	2
8e17414ec588c4a76554a79d7e7b64e0164c9dd6	0	0	0	0	1
bb2500a7014a3991df9a2061a686fa5c08588c22	0	0	0	0	1
11b9a9e4c38c7436ddeb98cde177bfb0ec7b834f	0	0	0	0	7
f0e2c5458b8a0f372c85d03072cf9d890636fe55	0	0	0	0	1
d5ce402f17cba93a3d4c384f20a5505b97b2af52	0	0	0	0	1
00b2b677afcaae2d4373b6b28660105dd7746d6f	0	0	0	0	1
178d678f331fdd895e0c31a90c51ebd8bec99c06	0	0	0	0	1
c63db93629e54a7827e40c7b3a5d2887e11b21ee	0	0	0	0	1
3976b802802a39f2b5a21e47f18efbab382ecedb	0	0	0	0	1
b04edf600dcecf7fd6096826e327f10d2d1baf24	0	0	0	0	1
4f463ac2b79c49059660b4a4ee554158812b2ea5	0	0	0	0	1
29d465edf5bdee2675c5c7c429c308f2e188e482	0	0	0	0	1
5f4fe57715e4fe0421af414b07e533a3059f2caa	0	0	0	0	1
662bf84cb77b974a4f437d5d177b9e3e1a1aa476	0	0	0	0	1
26da5493bec720be35378051ac48e2b452c1acf3	0	0	0	0	7
9101c06c67b2e403922573a1b7e90327603ce2bb	0	0	0	0	1
8dc6ac406914c9d1f135ef8f2a83e37506c29f21	0	0	0	0	1
7c6c0739d4332dd25103a9b972d15f4e4d399512	0	0	0	0	1
9e99afbc4c37bfe648cf4f4a1807435ff582a824	0	0	0	0	1
1328f5323003424a6b9d422516fc4294da7fac9b	0	0	0	0	1
86d838cdbacb92ab87916345953ff49c0c3fc04f	0	0	0	0	1
a5fc74b716a2819f045cfea3d8842c119f6ff97e	0	0	0	0	1
ea6e2038b351e5d0a5411c19c0bc7a5b4cec0779	0	0	0	0	1
91f5024b943f11b86893f93c5d71c97627664421	0	0	0	0	1
e93380ccc3035452fbb20a5a679aa445d8a270dd	0	0	0	0	1
675364ce8be4c659055caf941e99bdaa4cc809c9	0	0	0	0	1
c18a348a454800aa12641c7c38058526e7cdb3d6	0	0	0	0	1
42e9efde9b2a1118e8861d5cb2ab6e54067d9717	0	0	0	0	1
bb464d9bf7975117b0b39c2dcb5e773d501a3d41	0	0	0	0	1
326531a1e25142e7f1cd917543679845962d6c7b	0	0	0	0	1
4fff03963b1833ff46453df68420b1657fb4e8c2	0	0	0	0	1
bde87a9cb8224ef51c7423a5353c4359a5f3bbc7	0	0	0	0	1
56ec96ef0101fe051b8004f19730fc7358231346	0	0	0	0	1
d585b08ea4cc0413672641b0d4df0b27914d8182	0	0	0	0	1
64166783542203541066506428aa08d4c42cc032	0	0	0	0	2
30cbe21de12374f0d8b03088ce06408464071b5a	0	0	0	0	1
c0cee8945eee2a1c6b98bad85b4d21a64deba731	0	0	0	0	1
aa342eac6deb70ac985ee3bc289874b0bacf12f7	0	0	0	0	1
9bdf7d6a2ec8e8ec335dfaa7998c0b20feff6ea6	0	0	0	0	1
7c0cc843aa6adb9d612e23d0578a6791740c8323	0	0	0	0	1
24463c84217a750a76dc933d5f9e1e38364e3659	0	0	0	0	1
6e119768bc2c9bd399e9997089480ed09d340a17	0	0	0	0	1
0bf5780f9295f2ee30201dfee7699fb2e548813d	0	0	0	0	1
092a46e79520c7fa6b13a28fef83cc4af7d57348	0	0	0	0	1
92f4a0b5093d0f332b32d80ed6b1734acbd43a2d	0	0	0	0	1
df37fecdc7bb9c7844b60a33f9590574d8f178d4	0	0	0	0	1
3ca71ba1fad4bc76545e54227b3c2ab26e834bb2	0	0	0	0	2
82db6efe8ffbfe75818f6c44dfeff123073766dd	0	0	0	0	1
51e84b50e9de2e4867c89c56d16e0dba68b09014	0	0	0	0	1
042fb57879df6d6e318b1d31735dad37e1c0a3b0	0	0	0	0	1
269d97694c175b782a550ec03deb9cdada501f33	0	0	0	0	1
9cbef7cb975eb664d68ead62589ca8cea745abda	0	0	0	0	1
aa2936d791c138eca3c11c0d8d30655fe7ce578b	0	0	0	0	2
73e86dc9273b86a8f4c243e2bd767104ac9f1810	0	0	0	0	1
812c8624b7e06854bbf166c6fbcf94be4e630dc9	0	0	0	0	2
0769329aad3e951e29ffc768c4c64f8211dcb008	0	0	0	0	1
277652695f6149af1f4020ed45deac4116bf2c38	0	0	0	0	1
006c6f2a7152eb066c97a1cf07782868d8b7c837	0	0	0	0	1
81f260235cd12ebf2e3d39923c941a122c28d186	0	0	0	0	1
1d958c34618541ab8e96daa47e677ae23a7defd0	0	0	0	0	1
2d7590aea2bf98f1c63027e14860a9b1722478be	0	0	0	0	1
c0986627e090a60aa2a92ca269db2b210401e252	0	0	0	0	1
9d6dd22ccd529770970248f2ff0734ee5f131dc9	0	0	0	0	1
ee8cb7be3bfc52937de5b0561a7ae0007efcde6a	0	0	0	0	1
d37393e8456c004fcf94579a3fe7c39a6b18b602	0	0	0	0	1
1a9e4fa3462046b925ad64232abb1c11ed5cc61c	0	0	0	0	1
8922f407ef4f4f4f42e57c0ea1cee1d38fa2bd7a	0	0	0	0	1
787667bb2105c913c05c0ed27924cd54526d93ff	0	0	0	0	1
cd9f34c2c6a22194b6ed294a5b77ffc39e64c5e0	0	0	0	0	1
729cac4a3379cc4b796938250ea951f6c441675b	0	0	0	0	1
2a8e9466a9a7fef5978f8e7baa778f346bc69ed5	0	0	0	0	1
4eab805bfe2a579e214d8906c8bc1f9661d2a389	0	0	0	0	1
4116744cb9d46b078abc7e8531c9cde17a59b2df	0	0	0	0	4
a47e8ed13b2481ab7fc28d834aa8da2e31958085	0	0	0	0	1
800fe6ade08373a175b127a0a433e96d8d306203	0	0	0	0	1
73dce0320f51a44f3cd5be71895ed360ce7250bd	0	0	0	0	1
f6b4ece20c861fee84eab87c51ee7db86a935d1f	0	0	0	0	1
5475b0c6222b61fe35568c8fafccc59f1702118f	0	0	0	0	1
fb0072a3623a7cff8d2b7e337baaa0ed981af3ea	0	0	0	0	2
e3756cb45e18ec94bcb0df7b4136098ec40a6f3b	0	0	0	0	1
e9e3c812f7cb4f675d45d7b0b98bc4e8e9414d00	0	0	0	0	1
9911bfea4792a59c632d3e78c42e7af43efb53fe	0	0	0	0	1
ae2e69508908c8c7bd68261af9ef75abf2db7ff8	0	0	0	0	1
a8ec206bb6ec67dc30d3ced194c12b3b36931d94	0	0	0	0	1
72a3b68c268fe65f9cd0bea12ec0d015b035a1b0	0	0	0	0	1
a569648a64a6164830af6592e6a0b7d5af7dd386	0	0	0	0	1
537ad57d0d0f19ebfabf8f84d7a48cb47cbfba5d	0	0	0	0	1
5a134b8c8b2e02738b87e1276de9e1a2eb554d95	0	0	0	0	1
c5b40949e5f784302a8ffea6b9ddbb08b1e2df90	0	0	0	0	1
b60bfaf2c5ab02fbd4958a55d79dee0c8c78c048	0	0	0	0	1
8282e953530d588d1be66555e54889b78fcaea11	0	0	0	0	1
8cb35142d3682a82653ccbd052fdaff8979c9dd7	0	0	0	0	1
82ef7214302997c5b7523533c8ce3b7588acb4ef	0	0	0	0	1
6ccd54e0dffdd7d55e44bfead0edb34853a5b31e	0	0	0	0	1
e291d4f75ffa61d1adef2853c71137eaa882274b	0	0	0	0	1
a4d9223df6bda25ed4175c4adcd189db59796f11	0	0	0	0	1
bcec1b60e1e109bad44f4a68b58e5da1a672fdbd	0	0	0	0	1
115c3dd49398bfec90c88fbc16d49a125d536323	0	0	0	0	3
c8b5585308ff6ea8536b1bc25749860b6c56f8b8	0	0	0	0	1
e3685c9ccd284772a0115651063589db3f33d8e8	0	0	0	0	1
44434224c601376cef7020bac647655f9c121656	0	0	0	0	1
fa1acf6e6fa1e00963f4a816404e4a053f1d9b1b	0	0	0	0	1
d581f4f79d39d464e03204e62d888309d834ffdc	0	0	0	0	1
0de0dce313638838b20e5d5bae722989e1834088	0	0	0	0	1
f3821a3e9c3d23f99de378390c3b7d0a5f242679	0	0	0	0	1
987a7c5bd2711620a8255c3550da19a13e9fadaf	0	0	0	0	1
d1270bf6f0484e3c759229e2a9b154ec062d2cbb	0	0	0	0	1
006dbdbf87e076715a41c1f99b130fc705569fb8	0	0	0	0	1
e81660fb4864d4dfed69f2d861e383b6db17e13b	0	0	0	0	1
e3e15688bff31ba0a8dc08b600ee841b2b5a83dd	0	0	0	0	1
1e326ba6af4faba577549e22b2c7185de34edc55	0	0	0	0	1
dc490691befa7ac351f394cb28b1a043eb6395fe	0	0	0	0	1
e9e0fe19481af8652fda58ee911520fc1d30c4cb	0	0	0	0	1
2fd72207a05f537a3284868499f1c8cf62da7724	0	0	0	0	2
d458e2ad515eb3eafba9d1793f002fad7cf99200	0	0	0	0	1
0ba895c5ae35840759a1e9a806bcb274846c3af3	0	0	0	0	1
0d7aa7faf63c98d512034a3be4fc9aa76f3384d0	0	0	0	0	1
fbd58b2db4fa585d043d5178635508da303dc522	0	0	0	0	1
6a441dee3d5c50080220c03b17382262c7414dd4	0	0	0	0	1
15e6c68ade3edd547cba5303e323c48924105ea8	0	0	0	0	1
f06adc575ff4430e8cb21641181b6046c4541a41	0	0	0	0	1
1ef31c812567aca6d05ec078a299074013e5c43c	0	0	0	0	1
5b535f430f8b5ebe136bd9d8631acfac6a267b87	0	0	0	0	3
7a56364d288aa1a6738f291b69f5582b64b96928	0	0	0	0	1
011b2f78ea08067f241f9ebefc5a478566ec7184	0	0	0	0	1
632f605c7d90c14ca9de2bf047af2830c492762d	0	0	0	0	1
d2da30aa66ae8714c07de99575dc4b16ce0bdf41	0	0	0	0	1
7ea89b985c79c39c2a433ae278b91897d6bc696a	0	0	0	0	1
db82e491351f5cf9879e637814bca78df5dff400	0	0	0	0	1
e84dbb46d7d5c53ca8107877600a75129664cdcb	0	0	0	0	1
1520f678a841e1d005f03f3a4646b31ea577bb66	0	0	0	0	1
961f9eb243b4cd47e321ad4def7f019129c9a9dd	0	0	0	0	1
361841aed818faf91095cad23765b4695efd1b29	0	0	0	0	1
9f67a2a3c6fe6717314b23cc24de18af3dd445c1	0	0	0	0	1
d85fe324d7d5fbde4df967a2d1e7e52640a11dee	0	0	0	0	1
952d14247c112d5aa3cc026d1cffbec6b5219a59	0	0	0	0	1
4c252e3bccc5d50cbde348af0ae6348f8a8b6e6c	0	0	0	0	1
670b683a069483310ce81cb416dcacbd45236137	0	0	0	0	1
ee2f9a764ec461881e5f5a6f457d4b0b511a6d99	0	0	0	0	1
843146f523641fb51fd691dd92013e792ecd8a7f	0	0	0	0	1
ec3c8a6f2e7c5c0d04a5213c73237207adadb4e1	0	0	0	0	1
e2ebb1ff59f3a9699ffe838c16d97d8b1d33e785	0	0	0	0	1
371a9eb04ae6505aad8afe21a26ca5691b17ab4f	0	0	0	0	1
dd924ed5448b9456b8edd95fd0d77ce927257465	0	0	0	0	1
d98772bd56f577816606e967cda8fc4ba88020d0	0	0	0	0	1
d33673c3b816e256112d89bd18fdda3d66b156af	0	0	0	0	1
57f29564781c273618f1b4c1f0ee6345fdea31e4	0	0	0	0	1
587b212e7f276283d6b6a4313eaadec6bc80e9b3	0	0	0	0	2
249263c120cdf0a7bef6e0155ba2d382ca8a7050	0	0	0	0	1
93c3745b619c2bf788f03b9d8fd7e72ac252f1d5	0	0	0	0	1
bc9bea92bd50994c97fb88a6340c9d3c13046965	0	0	0	0	1
1abd7c87eb0b3da41a15ca43d84af363dc480f52	0	0	0	0	1
08cd73982f1d5407ad6185ad32ad5a87e195991f	0	0	0	0	1
6f88f1eb1887eb8488daa81fcdc15660fdc85582	0	0	0	0	1
5721861dd3c0c71d7760e4e5f8e335265218d011	0	0	0	0	1
1d48d2d17a586ce03d0cf7a97df1378c77dd0b1d	0	0	0	0	1
7c05a63333a7a127a93818b8c84f3c50e539fc26	0	0	0	0	1
b39824e700e60e9761791db937ec8dab5b8ace43	0	0	0	0	1
2c3e7313f73de6774376170b7a655cb6704b0dd2	0	0	0	0	1
72436bf6d73b83f8f89c00b917eec1ff6180dd16	0	0	0	0	1
ce4c05c072a1727ac5bc31ce87af813bb3718829	0	0	0	0	1
0979dd331105a4bb6db38b6b50de9fe186aa1df9	0	0	0	0	1
eeae17507e175a69f6cc6a12742573cb891df485	0	0	0	0	1
a551a2fa3e9227a7ec7a76842e05838e9e975247	0	0	0	0	1
f87f41230506765fc960a697fa7715c9272e2e4f	0	0	0	0	1
707acbb5427ac6b76eb037d55494270a0eafc4f1	0	0	0	0	1
60b7aa20250547cd36b6a537ee29a755ea6ed93e	0	0	0	0	1
95d6b93b804690be5bc1637b8474d7e9eff6f0ae	0	0	0	0	1
36ae814460f38199756174d61d683c548a91b86c	0	0	0	0	1
1f25a46dcb04cff3e62df66769ec670d5968ac58	0	0	0	0	2
20dcf0b3bae66b9cedf877b96ec79c3d828f000f	0	0	0	0	1
c5a2e0cf1ad05a33e3327b8d705df7f7e60c2281	0	0	0	0	2
300984ed80d19f21d02ea656b840f2913dac0858	0	0	0	0	1
bbf415e20131c509fc5e426f2130382f78dcf032	0	0	0	0	1
b0a4cdf0e3f400e16bfa1619d16d2cc2d16399e2	0	0	0	0	1
6954113d5fcdf1a16fa708ed94c58312e20c3d37	0	0	0	0	1
85cd570dbfa95b4d62877cb386510a0ad08334b1	0	0	0	0	1
73243c50308c31f0b18edf24d2d2cf17dc57bd02	0	0	0	0	1
d1a6055d79312937034cd84b6ed6b138eecef7e7	0	0	0	0	1
1de89f3767c4b2d33406afc26ee0da078d0fc9b7	0	0	0	0	1
4e1e4b4fef3ba9e73658e0839b4dfbb45c4ae354	0	0	0	0	1
433d909b7e232e52e6914d3a1ff1b3ebf3bc34eb	0	0	0	0	1
0a7b41139d2df1a8408178c99079085c6469b12b	0	0	0	0	1
6f5d5beb858ae64ee30853a0fddcec4e27429407	0	0	0	0	1
977bae15f806de9ce8fe92cb957324c567ae56f3	0	0	0	0	1
12014d9e963149932d2204349fa02b25aee9c8a9	0	0	0	0	1
c969f7c416c71d68e35d741687f18a548070fbd5	0	0	0	0	1
4eb48112bf5ab89ec7a88a27c7f45def37ce4877	0	0	0	0	1
cc84ade11efc5110d62b00e590af353b9b3f5df0	0	0	0	0	1
f0d482ce7006d4199a16bc75c5575aacdecbf6ea	0	0	0	0	1
1021eebc74af63d15bb5dcfdc3e7699ee6cbcde9	0	0	0	0	1
50632eacf4df5d54aa91245371c7f6deb929d303	0	0	0	0	1
f9f1126190f652579af74d787f1b987747910554	0	0	0	0	1
608d640205fe1a88d4a467a71e715b0e52fdd62e	0	0	0	0	1
60b23e8c7f7c8f6e5b27f98113540517df869458	0	0	0	0	1
f045803f6a23ead1777f7e23e7d114fb28712cf2	0	0	0	0	1
b37b71b870e96a7ed65f00f82408f24d71047166	0	0	0	0	1
a1abd0436cd745f0e7b6f3cee8a02ebedaa360ca	0	0	0	0	1
c19281d1cddc18e28c5853fd0e52abc45f4a9c91	0	0	0	0	1
00384dd31f159746d1048168b508020f13e58bef	0	0	0	0	1
6aa3171e89d800771862e3e47e91be1d70a88081	0	0	0	0	1
a215c250cff309004a1dd743f93a642f3b5f1123	0	0	0	0	1
31049c508af1e8393ae3172a653e5646f5fdc30d	0	0	0	0	1
10dc22332a971e7e546be0210c2b806cdb2cee80	0	0	0	0	1
84cea3dff4d290d6f9790a1f6f23b44560037bd4	0	0	0	0	1
c5c0ae037e9afbab8234016c6984843248a75d76	0	0	0	0	1
a788900576a7517beb7502f2891d2ed6ef3e8f1d	0	0	0	0	1
4264eb426a377ce52f67c66a705d74f533c881a4	0	0	0	0	1
f8c9e04b261617b89e909ac8af5abd8cfb943b25	0	0	0	0	1
83660ded6a93637a3aa2c7cb8a58ea35521dcf92	0	0	0	0	1
83e3be3b866ab5e291f5a100fe5b346cf05e1066	0	0	0	0	1
5e2ee4090ae4473414f5d035223f46e233ae19ec	0	0	0	0	1
5e981ad1f4e17733d40169c63dd1a4024decb730	0	0	0	0	1
692cdd76a94c1a65a8abeb738bbd14f163a7a91e	0	0	0	0	1
141a43f148207893fac6a227b7d377aeff44b1d0	0	0	0	0	1
7155303af41ea696f020d23661e47bdcbb24e5be	0	0	0	0	1
31617e4143d9fcad132a258650e1472d4193bb5f	0	0	0	0	1
ce2f079be9f2597bb870d2573c278235c38f5324	0	0	0	0	1
ff33366e055fc114d77bc95b15953e714ee34ce6	0	0	0	0	1
9fcbbb1d01a3e374a370aaf890e5c22b269a9d5d	0	0	0	0	1
b27a2f288253e317b23b6a676cb28d5b3d99f06a	0	0	0	0	1
a3b88334d7a1276e236caef89e25b2f7fb02bd86	0	0	0	0	1
84bed38bf8b03d29f3a2d6f8ce3de08fd93898eb	0	0	0	0	1
53759bc24fc72b7b919a4bc15c7f0b9d9d6dc280	0	0	0	0	1
a64bb646927524798b68c5c60d2368f0d193ce19	0	0	0	0	1
0f2b99bede8a0055f562e11af12535ec71ed3ebc	0	0	0	0	1
b4b56d3dfc3e9e112458575af386924779973184	0	0	0	0	1
a50762e25d9bc46c7a08172b5344d1f0de23f4b3	0	0	0	0	1
f75d71d482429ffddc5b13e99f2aac7d42b60973	0	0	0	0	1
2ae47e0da73b01bf7f8ddda895f6c68495f94b21	0	0	0	0	1
a87ecdc397e3592de38155e94c4d28ea04b00a00	0	0	0	0	1
75a887bb222b01022bc0278123bcdd07bcabd7b3	0	0	0	0	1
9c26ec6afb20322740d0758c087740142bd267b7	0	0	0	0	1
b7cd43396dd1833ad25f03be6b6f704108d02578	0	0	0	0	1
ccd9b90ced2607f528dfc056e8ae3ff7b0af6cab	0	0	0	0	1
3bfe44a6c6d2863b0a048e0c9d9a7c8dde34ca74	0	0	0	0	1
5a70b73aa01c2b13bb02b57fbbdc357788547f75	0	0	0	0	1
03fc70dfd04ac2e23f59d04ec85aac8b341f8b39	0	0	0	0	1
2f3be7be8669c12be9cbf326e3d5fdb0618cd7b9	0	0	0	0	1
e0f72bb51a0f459e5cd2d58f3b5c3d4182be0efd	0	0	0	0	1
27df6190e9feda8a49d1bf87898bfbd6546f73a7	0	0	0	0	1
f8fdc78bad48dcf014b3e73d03f6a0001ac4ec04	0	0	0	0	1
ed1818871dff57d362bc72972d4b296acb59f673	0	0	0	0	1
6def0783e747b8b35a7e6a4b6283a79ba0ea914a	0	0	0	0	1
7d44f174fde3055a856ee2340edffeccdaa14ea5	0	0	0	0	1
bf1871b3b33f5e25e5d27546a23083ff6636bc6c	0	0	0	0	1
40a85256115552bab1062e58ae5f7b5f91566961	0	0	0	0	1
3951e9bb58a82f92ae3eb57ac5b3a35bc76c4ec9	0	0	0	0	1
c96faf1e4048bc5c81a0d790dd5ded7d961476ff	0	0	0	0	1
53fc20c7e2c3ff7fa114da5730d20082981289ea	0	0	0	0	1
44b1708e6585a10c54fa8c7b7bd56f544f3b7d5c	0	0	0	0	1
cce8393f5ebe828a065c5038583677cd0d31fa05	0	0	0	0	1
cefd7756b47fdfbf6d9d9b4f04c6271744727b39	0	0	0	0	1
88d439b4c8a85e689d49a34397d4753217e04f08	0	0	0	0	1
90206c42e7858c89709206ccf386f859724e1364	0	0	0	0	1
e9bd0754f459855a3eeb970572c3f958ec538522	0	0	0	0	1
4bbea24b66c8d7598923d434039206c183556fcd	0	0	0	0	1
9ad3daa25399d98a8f35850a5a7a522294396996	0	0	0	0	1
fb77fb739207baac06796a9aa1bde6c45dccae33	0	0	0	0	1
2068fb1c11569b816355d55240f3ef7f7620d480	0	0	0	0	1
135fa42d9de06e49edb23ea6b56ba2c5705a348b	0	0	0	0	1
a8e1099f83e9f1178c82dc62668ff449d9096a33	0	0	0	0	1
69cc906bb176c5275f4f98cbf0b645caddbea195	0	0	0	0	1
74880cfa3d0f056191f2d8c95237c27bbf9d935a	0	0	0	0	1
e53824360ffb03d985274886ef4b3084ec8ffe9e	0	0	0	0	1
38d294c3561a3ed297fb4275ad654ddd1aa79121	0	0	0	0	1
54b639aa00e6d553a141395f0a5da55e47489541	0	0	0	0	1
180c1cd40e3e773893495fd50fa276b764c9ea5d	0	0	0	0	1
869f2d53b3437feea749daab230180bdb2bbafe7	0	0	0	0	1
b42a75a6d9e9cafb6d01a8ba813a650fb6c39548	0	0	0	0	1
18fb73e5f5943589ccf9f66673ebc927ec36c5c1	0	0	0	0	1
b73dc093b31729db0ac91f26909b66530bab5d16	0	0	0	0	1
039b7baa8860c648a86b72dddf314765a79f9768	0	0	0	0	1
9a4c8f94fa6bad3ca2b8ec4894db0f82dd4b5951	0	0	0	0	1
11d5172420002dd873cd670791aecb9d77bfe96b	0	0	0	0	1
c5e4f6402f786ee067f6596eb71e3c306bfcd86e	0	0	0	0	1
fe1e97bf3de4f0a5a1addfb9bc865ba80fd042fd	0	0	0	0	1
4bbdfc1bf68be660c0cc4a3e122782b00b0e96e5	0	0	0	0	1
94b38fb6b603bf4d670764e0e422ac681c5c57d3	0	0	0	0	1
1d3f6486946f21948eb375c9cf9f49d0a275610a	0	0	0	0	1
df2792b0d53134c15e1a77186b37a97a0b06c6a1	0	0	0	0	1
0bbeca963f8d64b6d88fab040a56174713e92a4b	0	0	0	0	1
ff701a11e5f9e25126039ccd27f454e4a408d31b	0	0	0	0	1
968145c8489185d97f9a3287053a0c4c24b21074	0	0	0	0	1
34a784225234a6b1c69d2f37c43168554a36adfb	0	0	0	0	1
fc496217568a24fc1fc9fb24af3a88783245b4e7	0	0	0	0	1
294060c98e6de01bd5808b237db6b9f47610d927	0	0	0	0	1
2a9fa66137433e3e55a6a6402253296df2d25828	0	0	0	0	1
17631f15122681d67cd1da1f627200587acc9373	0	0	0	0	1
3aab506892507c6ef1c7a092e168e18b5477b215	0	0	0	0	1
b53dba6bce177d9d8d04cebe9782df4d7add61ee	0	0	0	0	1
7601caabc749bfd24f74ea856e5214c17a783419	0	0	0	0	1
3829388b94df06e212acb8358360b940ab617636	0	0	0	0	1
0d2bf3bafbef5f3167530ac63f8cef3fc147c7c0	0	0	0	0	1
246e19315bcbcdfe5152331098a3f20c81addc16	0	0	0	0	1
959ad69bd9e55c7ddeed96488b2b60a96b11303f	0	0	0	0	1
069169abe78620b2f66454c8e0cfc3e46cf8f1f4	0	0	0	0	1
429390c8595429295f61a650682372a40edd28e8	0	0	0	0	1
4544e72dcd677f4a9fc254a813990c9d83efa6fa	0	0	0	0	1
f97939d53fbbdb167e484952c933fec0d5f3cf60	0	0	0	0	1
da90e30ae30eedd385d5ce8f531c7fba24ef53a1	0	0	0	0	1
add922987779cd9af2186ff8dda7b1b46c56aa97	0	0	0	0	1
5b3ab4c91b555af35e85b99ba1903d4419d2a5e1	0	0	0	0	1
5687e0a92d893434d3d389ce41952fcad0f0cc10	0	0	0	0	1
3b8bc84d60f7b748e28f4180d843a742202dd0ca	0	0	0	0	1
2449caf8142653282bd95543bacf1b5dd4774821	0	0	0	0	1
f11f1e2997ee63d240ee8e64d6d714bd8f7cf282	0	0	0	0	1
d1193a7778b8006fb641756ed610062ca5da64a2	0	0	0	0	1
cff363d72305db6d5d73abaac81aec489ff5ada9	0	0	0	0	1
44172a6f37c5d9f1cf76bcaa6fa4ba3a4e2a5511	0	0	0	0	1
908c2dcae8e2cd4a57632ac053a2911c18a02a54	0	0	0	0	1
1b0b9dfb5bd14568b26520f5947c4252bef38fa9	0	0	0	0	1
4d19d8e3a7281345637f5f3e105c949fd41b0604	0	0	0	0	1
dd573b5bca9659e1262880627f45bc436bce6ccb	0	0	0	0	1
65f23987439a69c68a15a1e46250c92eb1830dcc	0	0	0	0	1
f71ad487ec5312578e0afb5bdea95f8d7a2c1a49	0	0	0	0	1
8178274efbb043cf9b875750c1e6ff9133bfc51d	0	0	0	0	1
6e444460d16622161a777577e65c1bdba9881442	0	0	0	0	1
ea0a04d68de12ba802b8a1574022883ec6599ff9	0	0	0	0	1
fa03c7fcdcca3db35a1177a05fdb74d6ab4dd51a	0	0	0	0	1
7fb63a7ac64f128861f4556ff7f5a3fcc4791a4d	0	0	0	0	1
a4329bfea8c2c688679ba2aec48e3587e517ceb8	0	0	0	0	1
d47a34f4f7df57e2c8a5176e7e449169de06e63e	0	0	0	0	1
8f6193852b1b0d57461bc9664dbdfb5dfedb045b	0	0	0	0	1
5fc67ac3327378cf05cb1d05da2446002061d15c	0	0	0	0	1
11a7984312a64e03aa16deb70cbc7bd25dbe61f8	0	0	0	0	1
354aa0b79a4a01c353ac873bb18729cef92b9739	0	0	0	0	1
c7775380587da9bf49ed925b2bcdaa2d4f504c5e	0	0	0	0	1
03e22ad80b67b5f4b8597ef80b74ac9cb145f003	0	0	0	0	1
206ff982360d11a396e51d6577061f4dab2a82e1	0	0	0	0	1
f549ecf51d64f6c57357c7f6e68aa67664e2d061	0	0	0	0	1
1857ce14809078cdf1217a9731e0e103d1423bfa	0	0	0	0	1
6f1b329b77073475a9e3f758416533b3a2256834	0	0	0	0	1
