otu	Kingdom	Phylum	Class	Order	Family	Genus	Species
9963939af121a71d685a4ca880774b3385319e39	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
99752a847a18284156849e52a110e6df68f28984	Eukaryota	Basidiomycota	Opisthokonta	Tilletiales	Tilletiaceae	Tilletia	Tilletia_nigrifaciens
9a4c8f94fa6bad3ca2b8ec4894db0f82dd4b5951	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
9ac4d1c4b16583cedd23c4b891bb10ed647d913c	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
9ad3daa25399d98a8f35850a5a7a522294396996	Eukaryota	Basidiomycota	Opisthokonta	Tilletiales	Tilletiaceae	Tilletia	Tilletia_nigrifaciens
9adc359a465efd83f1a04a0fe8d8859d293cda43	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
9afaf9c44f1bc48a3408069b273706dfe144199d	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
9b0226db40c73daa79c9b083da1fd29039ede0b7	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
9b5713d7217c184fd7f774ed5bffe50418881876	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
9bc73afcc9d8a0e3568b39dd46613889964d30a6	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
9bd92d9bfd0f431ee087ecc07b2384da03c948cc	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
9bdf7d6a2ec8e8ec335dfaa7998c0b20feff6ea6	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
9c1e07c33cab476dab45af165ef04d5e19e28c94	Eukaryota	Basidiomycota	Opisthokonta	Polyporales	Polyporaceae	Ganoderma	Ganoderma_destructans
9c26ec6afb20322740d0758c087740142bd267b7	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
9c3c9fd4fc7c04291e578fe40cb12c414d669695	Eukaryota	Basidiomycota	Opisthokonta	Tilletiales	Tilletiaceae	Tilletia	Tilletia_nigrifaciens
9c50b57ada8bb67f4e2693cc55bf351fa5010383	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
