"otu"	"superkingdom"	"phylum"	"clade"	"order"	"family"	"genus"	"species"
174053	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Cladoniaceae"	"Cladonia"	"Cladonia_coccifera"
174051	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Cladoniaceae"	"Cladonia"	"Cladonia_cervicornis"
195782	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Cladoniaceae"	"Cladonia"	"Cladonia_ravenelii"
1824643	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Cladoniaceae"	"Cladonia"	"Cladonia_compressa"
184101	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Cladoniaceae"	"Cladonia"	"Cladonia_foliacea"
312219	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Micareaceae"	"Micarea"	"Micarea_prasina"
2509908	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Micareaceae"	"Micarea"	"Micarea_pusilla"
448033	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Micareaceae"	"Micarea"	"Micarea_viridileprosa"
2490643	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Haematommataceae"	"Haematomma"	"Haematomma_africanum"
1849548	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Lecanorales"	"Psoraceae"	"Psora"	"Psora_altotibetica"
236298	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Peltigeraceae"	"Peltigera"	"Peltigera_ulcerata"
162005	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Peltigeraceae"	"Peltigera"	"Peltigera_praetextata"
1903615	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Peltigeraceae"	"Peltigera"	"Peltigera_melanorrhiza"
161974	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Nephromataceae"	"Nephroma"	"Nephroma_resupinatum"
176454	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Nephromataceae"	"Nephroma"	"Nephroma_cellulosum"
203388	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Nephromataceae"	"Nephroma"	"Nephroma_sulcatum"
1380941	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Lobariaceae"	"Sticta"	"Sticta_macrofuliginosa"
168915	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Collemataceae"	"Leptogium"	"unidentified"
1486872	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Collemataceae"	"Leptogium"	"Leptogium_hirsutum"
1246817	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Collemataceae"	"Leptogium"	"Leptogium_azureum"
1246827	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Collemataceae"	"Leptogium"	"Leptogium_hibernicum"
243200	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Collemataceae"	"Collema"	"Collema_furfuraceum"
191101	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Pannariaceae"	"Fuscopannaria"	"unidentified"
875192	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Pannariaceae"	"Psorophorus"	"unidentified"
2766797	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Pannariaceae"	"Atrophysma"	"Atrophysma_cyanomelanos"
301477	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Peltigerales"	"Coccocarpiaceae"	"Coccocarpia"	"Coccocarpia_palmicola"
153700	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Teloschistales"	"Teloschistaceae"	"Caloplaca"	"Caloplaca_maritima"
1306902	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Teloschistales"	"Teloschistaceae"	"Caloplaca"	"Caloplaca_molariformis"
2164049	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Teloschistales"	"Teloschistaceae"	"Blastenia"	"Blastenia_festivella"
157773	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Teloschistales"	"Teloschistaceae"	"Gyalolechia"	"Gyalolechia_subbracteata"
520595	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Teloschistales"	"Teloschistaceae"	"Leproplaca"	"Leproplaca_xantholyta"
1301590	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Teloschistales"	"Teloschistaceae"	"Variospora"	"Variospora_dolomiticola"
1301221	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Teloschistales"	"Teloschistaceae"	"Calogaya"	"unidentified"
115814	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Teloschistales"	"Teloschistaceae"	"Dufourea"	"Dufourea_flammea"
1301334	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Teloschistales"	"Teloschistaceae"	"Flavoplaca"	"Flavoplaca_microthallina"
1483974	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Teloschistales"	"Teloschistaceae"	"Catenarina"	"Catenarina_vivasiana"
260197	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Caliciales"	"Caliciaceae"	"Pyxine"	"Pyxine_endochrysina"
264714	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Caliciales"	"Caliciaceae"	"Pyxine"	"Pyxine_subcinerea"
2448135	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Caliciales"	"Caliciaceae"	"Pyxine"	"Pyxine_retirugella"
1851002	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Caliciales"	"Caliciaceae"	"Buellia"	"Buellia_subnumerosa"
205616	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Caliciales"	"Caliciaceae"	"Dirinaria"	"unidentified"
262408	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Caliciales"	"Caliciaceae"	"Acroscyphus"	"Acroscyphus_sphaerophoroides"
1145359	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Caliciales"	"Caliciaceae"	"Pseudothelomma"	"Pseudothelomma_ocellatum"
116794	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Caliciales"	"Physciaceae"	"Heterodermia"	"Heterodermia_speciosa"
116788	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Caliciales"	"Physciaceae"	"Anaptychia"	"Anaptychia_ciliaris"
1340028	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Leprocaulales"	"Leprocaulaceae"	"Leprocaulon"	"Leprocaulon_adhaerens"
2364568	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Rhizocarpales"	"Rhizocarpaceae"	"Rhizocarpon"	"Rhizocarpon_sinense"
202901	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Pertusariales"	"Icmadophilaceae"	"Siphula"	"Siphula_decumbens"
83479	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Pertusariales"	"Icmadophilaceae"	"Thamnolia"	"unidentified"
2528101	"Eukaryota"	"Ascomycota"	"OSLEUM clade"	"Ostropales"	"Graphidaceae"	"Ocellularia"	"Ocellularia_erodens"
43219	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Chaetothyriales"	"Herpotrichiellaceae"	"unidentified"	"unidentified"
943929	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Chaetothyriales"	"Herpotrichiellaceae"	"Exophiala"	"Exophiala_cancerae"
214034	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Chaetothyriales"	"Herpotrichiellaceae"	"Exophiala"	"Exophiala_attenuata"
531888	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Chaetothyriales"	"Herpotrichiellaceae"	"Capronia"	"Capronia_leucadendri"
1608269	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Chaetothyriales"	"Herpotrichiellaceae"	"Cladophialophora"	"Cladophialophora_sylvestris"
469204	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Verrucariales"	"Verrucariaceae"	"Verrucula"	"Verrucula_inconnexaria"
582407	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Verrucariales"	"Verrucariaceae"	"Placopyrenium"	"Placopyrenium_formosum"
468075	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Verrucariales"	"Verrucariaceae"	"Placidiopsis"	"Placidiopsis_cinerascens"
2773205	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Phaeomoniellales"	"Phaeomoniellaceae"	"Minutiella"	"Minutiella_pruni-avium"
1131492	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Eurotiales"	"Aspergillaceae"	"unidentified"	"unidentified"
41066	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	"Aspergillus_ellipticus"
41288	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	"Aspergillus_aureoterreus"
2070755	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	"Aspergillus_waynelawii"
2819902	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	"Penicillium_soosanum"
85844	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Onygenales"	"Onygenaceae"	"Chrysosporium"	"[Chrysosporium]_lobatum"
34384	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Onygenales"	"Arthrodermataceae"	"unidentified"	"unidentified"
1650657	"Eukaryota"	"Ascomycota"	"leotiomyceta"	"Onygenales"	"Gymnoascaceae"	"Gymnascella"	"Gymnascella_thermotolerans"
392267	"Eukaryota"	"Ascomycota"	"saccharomyceta"	"Orbiliales"	"Orbiliaceae"	"Hyalorbilia"	"Hyalorbilia_erythrostigma"
1443074	"Eukaryota"	"Ascomycota"	"saccharomyceta"	"Saccharomycetales"	"Saccharomycodaceae"	"Hanseniaspora"	"Hanseniaspora_nectarophila"
2291541	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_furfurea"
1177022	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_sinuospora"
467874	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_fuscidula"
1589216	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_rufoflavipes"
2881244	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_lampetiana"
2015027	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_bulbinella"
1032828	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_roseipes"
1080813	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_boreocarelica"
1080811	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_acutoides"
1080804	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_borealis"
1032825	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_piceae"
2015048	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_vestipedes"
2249413	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_sublilacina"
935537	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_cf._sambucina_UBC_F19091"
696034	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_incarnata"
71954	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_geophylla"
1589215	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_rufescens"
1495109	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_cacaocolor"
1868145	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_baltica"
1490364	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_vittata"
1490357	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_pygmaeformis"
1929302	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_mystica"
1304263	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_nudiuscula"
1304257	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_floccosibrunnea"
1202663	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_caroticolor"
1170302	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_luteo-olivacea"
1972758	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_acriolens"
1169558	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_griseotarda"
2008724	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_fuscosquarrosa"
489241	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_fibrillosibrunnea"
2881233	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_floccipes"
489235	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_fuligineoatra"
2717571	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_earleana"
467872	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_posterula"
489237	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_intricata"
2738247	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_similis"
696023	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_amblyospora"
467849	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_umbratica"
2881250	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_tiburtina"
217426	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_nitidiuscula"
165591	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_praetervisa"
674024	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_subbrunnea"
673979	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_argenteolutea"
2579156	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_undinea"
674026	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inocybe"	"Inocybe_assimilata"
2024100	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Pseudosperma"	"Pseudosperma_pakistanense"
467841	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Pseudosperma"	"Pseudosperma_obsoletum"
467842	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Pseudosperma"	"Pseudosperma_perlatum"
2772437	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Pseudosperma"	"Pseudosperma_amabile"
1148793	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Pseudosperma"	"Pseudosperma_lepidotellum"
2610860	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Pseudosperma"	"Pseudosperma_friabile"
239126	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inosperma"	"Inosperma_adaequatum"
519978	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Inosperma"	"Inosperma_mucidiolens"
247723	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Mallocybe"	"unidentified"
1508719	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Mallocybe"	"Mallocybe_isabellina"
2795596	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Inocybaceae"	"Mallocybe"	"Mallocybe_siciliana"
2811939	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_perlaetissimus"
183882	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_firmus"
1619585	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_cacaodiscus"
2136231	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_cruentoides"
2772449	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_jimenezianus"
1218932	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_hesleri"
1445031	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_ochropallens"
658091	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_subturibulosus"
1612313	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_cadi-aguirrei"
1245891	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_aavae"
700570	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_alienatus"
700572	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_indotatus"
1619603	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_squamivenetus"
702127	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_aegrotus"
1586125	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_lubricanescens"
2094710	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_privignatus"
2764552	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_tigrinipes"
442441	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_aureopigmentatus"
417329	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_parafulmineus"
1573779	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_angustisporus"
2764253	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_corvinus"
994764	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_suberi"
1573776	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_nucicolor"
858863	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_tenebricus"
1589800	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_arcifolius"
2304283	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_pallidoferrugineus"
2764198	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_americanus"
2734648	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_ochrolamellatus"
702283	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_viscostriatus"
2715370	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_flabellus"
2570590	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_catalanensis"
2304248	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_acutispissipes"
160463	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_alboroseus"
2020428	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_subcarabus"
2876161	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_debbieae"
2044529	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_quercoconicus"
2020243	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_iunii"
2860943	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_anomalomontanus"
190316	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_decipiens"
112256	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_sinapicolor"
1890730	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_millaresensis"
2044531	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_subminiatopus"
2764566	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_venustissimus"
2770008	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_sagarum"
2067845	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_ohlone"
1755775	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_putorius"
304818	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_cagei"
304807	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Cortinarius"	"Cortinarius_diosmus"
171485	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Phlegmacium"	"Phlegmacium_subfoetidum"
80586	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Phlegmacium"	"Phlegmacium_ponderosum"
222031	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Phlegmacium"	"Phlegmacium_cumatile"
304784	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Phlegmacium"	"Phlegmacium_lavendulense"
309016	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Thaxterogaster"	"Thaxterogaster_austrovaginatus"
309012	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Thaxterogaster"	"Thaxterogaster_austrosaginus"
47332	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Thaxterogaster"	"Thaxterogaster_vibratilis"
1539094	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Thaxterogaster"	"Thaxterogaster_pallidirimosus"
304787	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Thaxterogaster"	"Thaxterogaster_cretax"
1070737	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Calonarius"	"Calonarius_fulvoarcuatorum"
392357	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Calonarius"	"Calonarius_rapaceoides"
1538937	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Calonarius"	"Calonarius_sannio"
442440	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Aureonarius"	"Aureonarius_aurantiobrunneus"
1165960	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Cortinariaceae"	"Aureonarius"	"Aureonarius_armiae"
