"otu"	"superkingdom"	"phylum"	"clade"	"order"	"family"	"genus"	"species"
41247	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Mycenaceae"	"Mycena"	"unidentified"
935585	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Mycenaceae"	"Mycena"	"Mycena_tenerrima"
2048510	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Porotheleaceae"	"Porotheleum"	"Porotheleum_albidum"
182000	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Porotheleaceae"	"Megacollybia"	"Megacollybia_platyphylla"
51005	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Hygrophoraceae"	"unidentified"	"unidentified"
1564905	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Hygrophoraceae"	"Hygrocybe"	"Hygrocybe_minutula"
557305	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Hygrophoraceae"	"Hygrocybe"	"Hygrocybe_citrinovirens"
183973	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Hygrophoraceae"	"Hygrophorus"	"Hygrophorus_capreolarius"
234946	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Hygrophoraceae"	"Hygrophorus"	"Hygrophorus_discoxanthus"
1924447	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Hygrophoraceae"	"Cora"	"Cora_leslactuca"
566092	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Hygrophoraceae"	"Cuphophyllus"	"Cuphophyllus_fornicatus"
181993	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"unidentified"	"Xeromphalina"	"Xeromphalina_tenuipes"
980720	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Clavariaceae"	"Clavaria"	"Clavaria_californica"
1408138	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Boletales"	"Boletaceae"	"Leccinellum"	"Leccinellum_quercophilum"
2758931	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Boletales"	"Boletaceae"	"Octaviania"	"Octaviania_tomentosa"
1288711	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Boletales"	"Boletaceae"	"Phylloporus"	"Phylloporus_rubrosquamosus"
90004	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Boletales"	"Rhizopogonaceae"	"Rhizopogon"	"Rhizopogon_roseolus"
5303	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Polyporales"	"unidentified"	"unidentified"	"unidentified"
38802	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Polyporales"	"Polyporaceae"	"Lentinus"	"Lentinus_squarrosulus"
2699085	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Polyporales"	"Polyporaceae"	"Ganoderma"	"Ganoderma_bambusicola"
1457697	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Polyporales"	"Polyporaceae"	"Dentocorticium"	"Dentocorticium_ussuricum"
1130387	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Polyporales"	"Steccherinaceae"	"Mycorrhaphium"	"Mycorrhaphium_adustum"
2866514	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Polyporales"	"Steccherinaceae"	"Cabalodontia"	"Cabalodontia_delicata"
931541	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Polyporales"	"unidentified"	"Diplomitoporus"	"Diplomitoporus_rimosus"
139119	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Polyporales"	"unidentified"	"Neohypochnicium"	"Neohypochnicium_geogenium"
759402	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Polyporales"	"Podoscyphaceae"	"Podoscypha"	"Podoscypha_involuta"
404354	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Polyporales"	"Postiaceae"	"Jahnoporus"	"Jahnoporus_hirtus"
1195798	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Polyporales"	"Fomitopsidaceae"	"Daedalea"	"Daedalea_radiata"
40424	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Hymenochaetales"	"Hymenochaetaceae"	"unidentified"	"unidentified"
2116517	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Hymenochaetales"	"Hymenochaetaceae"	"Fulvifomes"	"Fulvifomes_rhytiphloeus"
1592071	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Hymenochaetales"	"Hymenochaetaceae"	"Inonotus"	"Inonotus_griseus"
1678950	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Hymenochaetales"	"Hymenochaetaceae"	"Inonotus"	"Inonotus_setulosocroceus"
1850935	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Hymenochaetales"	"Hymenochaetaceae"	"Coltricia"	"Coltricia_verrucata"
139379	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Hymenochaetales"	"Hymenochaetaceae"	"Hymenochaete"	"unidentified"
40452	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Hymenochaetales"	"unidentified"	"Trichaptum"	"Trichaptum_abietinum"
5401	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Russulales"	"Russulaceae"	"unidentified"	"unidentified"
5402	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Russulales"	"Russulaceae"	"Russula"	"unidentified"
2571275	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Russulales"	"Russulaceae"	"Russula"	"Russula_verrucospora"
126386	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Russulales"	"Russulaceae"	"Lactarius"	"Lactarius_acerrimus"
2782432	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Russulales"	"Russulaceae"	"Lactarius"	"Lactarius_atrofuscus"
1459039	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Russulales"	"Russulaceae"	"Lactifluus"	"Lactifluus_foetens"
1837259	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Russulales"	"Russulaceae"	"Lactifluus"	"Lactifluus_pelliculatus"
885900	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Cantharellales"	"Cantharellaceae"	"Cantharellus"	"Cantharellus_rhodophyllus"
1778429	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Cantharellales"	"unidentified"	"Schildia"	"Schildia_sancti-luxurii"
2779633	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Auriculariales"	"Exidiaceae"	"Basidiodendron"	"Basidiodendron_trachysporum"
68815	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Thelephorales"	"Thelephoraceae"	"Hydnellum"	"unidentified"
1573070	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Geastrales"	"Geastraceae"	"Schenella"	"Schenella_pityophila"
2755459	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Gomphales"	"Gomphaceae"	"Ramaria"	"Ramaria_thindii"
663591	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Tremellales"	"Bulleribasidiaceae"	"Hannaella"	"unidentified"
5429	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Sporidiobolales"	"Sporidiobolaceae"	"Sporobolomyces"	"unidentified"
40563	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Sporidiobolales"	"Sporidiobolaceae"	"Sporobolomyces"	"Sporobolomyces_roseus"
217515	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Sporidiobolales"	"Sporidiobolaceae"	"Sporobolomyces"	"Sporobolomyces_patagonicus"
5005	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Sporidiobolales"	"Sporidiobolaceae"	"Sporobolomyces"	"Sporobolomyces_salmonicolor"
500713	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Sporidiobolales"	"Sporidiobolaceae"	"Sporobolomyces"	"Sporobolomyces_koalae"
183960	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Sporidiobolales"	"Sporidiobolaceae"	"Sporobolomyces"	"Sporobolomyces_japonicus"
86837	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Sporidiobolales"	"Sporidiobolaceae"	"Rhodotorula"	"Rhodotorula_babjevae"
105996	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Cystobasidiales"	"unidentified"	"Occultifur"	"unidentified"
657365	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Cystobasidiales"	"unidentified"	"Occultifur"	"Occultifur_aff._externus_IMUFRJ_52018"
2771891	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Pucciniales"	"Pucciniaceae"	"Puccinia"	"Puccinia_tenuis"
4777	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"unidentified"	"unidentified"
184462	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Hyaloperonospora"	"unidentified"
162125	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Hyaloperonospora"	"Hyaloperonospora_brassicae"
123356	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Hyaloperonospora"	"Hyaloperonospora_parasitica"
70742	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"unidentified"
86335	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_destructor"
162102	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_variabilis"
230439	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_tabacina"
162118	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_lamii"
162100	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_boni-henrici"
1484484	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_oblatispora"
230371	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_violae"
162113	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_conglomerata"
86334	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_manshurica"
2811942	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_myosuri"
162097	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_alsinearum"
1484431	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_cyparissiae"
1855969	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_agrimoniae"
291620	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_trigonotidis"
230379	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_astragalina"
230441	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_chenopodii-polyspermi"
1234955	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_jagei"
162094	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_hiemalis"
507576	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_perillae"
230442	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_valerianellae"
2750911	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_clinopodii"
749328	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_verbenae"
210167	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_corydalis"
102136	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_viciae"
434352	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_lathyrina"
2126764	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_erucastri"
230428	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_chrysosplenii"
2057905	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_stellariae-aquaticae"
2057906	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_stellariae-uliginosae"
120572	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_bulbocapni"
162111	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_potentillae-sterilis"
2750912	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_chenopodii-ambrosioidis"
162108	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_calotheca"
2305844	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"Phytophthora_cacuminis"
4782	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Pythiales"	"Pythiaceae"	"unidentified"	"unidentified"
795339	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Pythiales"	"Pythiaceae"	"Phytopythium"	"unidentified"
220750	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Pythiales"	"Pythiaceae"	"Phytopythium"	"Phytopythium_carbonicum"
795340	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Pythiales"	"Pythiaceae"	"Phytopythium"	"Phytopythium_sindhum"
82933	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Pythiales"	"Pythiaceae"	"Phytopythium"	"Phytopythium_chamaehyphon"
4797	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Pythiales"	"Pythiaceae"	"Pythium"	"unidentified"
944634	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Pythiales"	"Pythiaceae"	"Pythium"	"Pythium_kashmirense"
156629	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Pythiales"	"Pythiaceae"	"Pythium"	"Pythium_pectinolyticum"
299625	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Pythiales"	"Pythiaceae"	"Pythium"	"Pythium_rhizo-oryzae"
65070	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Pythiales"	"Pythiaceae"	"Pythium"	"Pythium_aphanidermatum"
172234	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Pythiales"	"Pythiaceae"	"Pythium"	"Pythium_grandisporangium"
1448052	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Pythiales"	"Pythiaceae"	"Globisporangium"	"unidentified"
295491	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Pythiales"	"Pythiaceae"	"Globisporangium"	"Globisporangium_cystogenes"
643143	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Pythiales"	"Pythiaceae"	"Elongisporangium"	"Elongisporangium_senticosum"
61188	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Monilinia"	"Monilinia_urnula"
1968693	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"unidentified"	"Patellariopsis"	"Patellariopsis_atrovinosa"
164538	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"unidentified"	"Tetracladium"	"Tetracladium_marchalianum"
2589077	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Lachnaceae"	"unidentified"	"unidentified"
47830	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Lachnaceae"	"Lachnellula"	"unidentified"
2020889	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Lachnaceae"	"Capitotricha"	"Capitotricha_bicolor"
2340722	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Lachnaceae"	"Erioscyphella"	"Erioscyphella_abnormis"
47828	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Lachnaceae"	"Lachnum"	"Lachnum_virgineum"
2706755	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Mollisiaceae"	"Mollisia"	"Mollisia_diesbachiana"
886606	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Mollisiaceae"	"Acephala"	"Acephala_macrosclerotiorum"
2544973	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Mollisiaceae"	"Pulvinata"	"Pulvinata_tomentosa"
108560	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Dermateaceae"	"Pezicula"	"Pezicula_cinnamomea"
503106	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Dermateaceae"	"Marssonina"	"Marssonina_coronariae"
108571	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Dermateaceae"	"Phlyctema"	"Phlyctema_vagabunda"
5182	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Helotiaceae"	"Hymenoscyphus"	"unidentified"
1335926	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Helotiaceae"	"Phaeohelotium"	"Phaeohelotium_geogenum"
1436321	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Rutstroemiaceae"	"Rutstroemia"	"Rutstroemia_luteovirescens"
1490168	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Rutstroemiaceae"	"Rutstroemia"	"Rutstroemia_firma"
1971362	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Cenangiaceae"	"unidentified"	"unidentified"
66505	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Cenangiaceae"	"Rhabdocline"	"Rhabdocline_pseudotsugae"
1720511	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Cenangiaceae"	"Chlorencoelia"	"Chlorencoelia_versiformis"
1924116	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Bloxamiaceae"	"Bloxamia"	"Bloxamia_cyatheicola"
2823784	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Calloriaceae"	"Populomyces"	"Populomyces_zwinianus"
1617245	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Erysiphales"	"Erysiphaceae"	"Erysiphe"	"Erysiphe_betulina"
87898	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Erysiphales"	"Erysiphaceae"	"Erysiphe"	"Erysiphe_gracilis"
2760846	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Erysiphales"	"Erysiphaceae"	"Erysiphe"	"Erysiphe_ostryae"
399677	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Erysiphales"	"Erysiphaceae"	"Erysiphe"	"Erysiphe_abbreviata"
79283	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Erysiphales"	"Erysiphaceae"	"Erysiphe"	"Erysiphe_blasti"
931475	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Rhytismatales"	"Rhytismataceae"	"Cryptomyces"	"Cryptomyces_maximus"
5506	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"unidentified"
5507	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_oxysporum"
192010	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_mangiferae"
5127	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_fujikuroi"
48495	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_pseudoanthophilum"
48488	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_brevicatenulatum"
42673	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_nygamai"
42676	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_sacchari"
78861	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_acutatum"
120644	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_thapsinum"
948311	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_proliferatum"
984957	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_haematococcum"
169388	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_solani"
2747388	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_breviconum"
2747968	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_vanettenii"
232082	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_virguliforme"
2747438	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_mori"
2781888	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"[Neocosmospora]_citricola"
61235	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_equiseti"
56646	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_venenatum"
5516	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_culmorum"
5518	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_graminearum"
36050	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_poae"
587888	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_penzigii"
57145	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_dimerum"
225610	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_domesticum"
2773078	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"[Bisifusarium]_aseptatum"
86545	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_chlamydosporum"
86547	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_sublunatum"
44411	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_buharicum"
57148	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_setosum"
1208366	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_sarcochroum"
57147	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_merismoides"
57154	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_buxicola"
48486	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_babinda"
1053271	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_nematophilum"
44412	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_beomiforme"
2082529	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_zanthoxyli"
57149	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_staphyleae"
582605	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Nectria"	"Nectria_balansae"
1170357	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Nectria"	"Nectria_berberidicola"
1053162	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Nectria"	"Nectria_diminuta"
2781222	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Neocalonectria"	"Neocalonectria_tristaniopsidis"
2717536	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Macronectria"	"Macronectria_jungneri"
1576474	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Neonectria"	"Neonectria_cinnamomea"
1053157	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Microcera"	"Microcera_diploa"
1580553	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Acremoniopsis"	"Acremoniopsis_suttonii"
147877	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Ilyonectria"	"Ilyonectria_macroconidialis"
1971765	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Mariannaea"	"Mariannaea_fusiformis"
303666	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Cylindrocarpon"	"Cylindrocarpon_faginatum"
