Sample_ID	ID_S	Name	run_name	flowcell	barcode	Site_A	Site	Field	date	Year	Month	Week	DOY	SampleType	S_vesicarium	P_desttructor	B_squamosa	comments
M_07	M_7	delf_2021_7	DELF_2021_R1	FAS13377	7	DELF	B	60	2021-06-20	2021	6	26	170	Field	2	0	0	
M_08	M_8	delf_2021_8	DELF_2021_R1	FAS13377	8	DELF	B	60	2021-06-24	2021	6	26	174	Field	0	0	0	
M_09	M_9	delf_2021_9	DELF_2021_R1	FAS13377	9	DELF	B	60	2021-06-27	2021	6	27	177	Field	0	0	0	
M_10	M_10	delf_2021_10	DELF_2021_R1	FAS13377	10	DELF	B	60	2021-06-29	2021	6	27	179	Field	0	0	0	
M_11	M_11	delf_2021_11	DELF_2021_R1	FAS13377	11	DELF	B	60	2021-07-01	2021	7	27	181	Field	0	0	0	
M_12	M_12	delf_2021_12	DELF_2021_R1	FAS13377	12	DELF	B	60	2021-07-04	2021	7	28	184	Field	0	0	0	
M_13	M_13	delf_2021_13	DELF_2021_R1	FAS13377	13	DELF	B	60	2021-07-06	2021	7	28	186	Field	2	0	0	
M_14	M_14	delf_2021_14	DELF_2021_R1	FAS13377	14	DELF	B	60	2021-07-08	2021	7	28	188	Field	2	0	0	
M_15	M_15	delf_2021_15	DELF_2021_R1	FAS13377	15	DELF	B	60	2021-07-11	2021	7	29	191	Field	0	0	0	
M_16	M_16	delf_2021_16	DELF_2021_R1	FAS13377	16	DELF	B	60	2021-07-13	2021	7	29	193	Field	0	0	0	
L_11	L_11	delf_2021_17	DELF_2021_R2	FAS06669	11	DELF	B	60	2021-07-18	2021	7	30	198	Field	0	0	0	
L_12	L_12	delf_2021_18	DELF_2021_R2	FAS06669	12	DELF	B	60	2021-07-20	2021	7	30	200	Field	0	0	0	
L_13	L_13	delf_2021_19	DELF_2021_R2	FAS06669	13	DELF	B	60	2021-07-22	2021	7	30	202	Field	0	0	0	
L_14	L_14	delf_2021_20	DELF_2021_R2	FAS06669	14	DELF	B	60	2021-07-25	2021	7	31	205	Field	0	0	0	
L_15	L_15	delf_2021_21	DELF_2021_R2	FAS06669	15	DELF	B	60	2021-07-27	2021	7	31	207	Field	6	0	0	
L_16	L_16	delf_2021_22	DELF_2021_R2	FAS06669	16	DELF	B	60	2021-07-29	2021	7	31	209	Field	0	0	0	
L_17	L_17	delf_2021_23	DELF_2021_R2	FAS06669	17	DELF	B	60	2021-08-01	2021	8	32	212	Field	10	0	5	
L_18	L_18	delf_2021_24	DELF_2021_R2	FAS06669	18	DELF	B	60	2021-08-03	2021	8	32	214	Field	2	0	2	
L_19	L_19	delf_2021_25	DELF_2021_R2	FAS06669	19	DELF	B	60	2021-08-10	2021	8	33	221	Field	5	0	8	8_aug_lot_spores
L_20	L_20	delf_2021_26	DELF_2021_R2	FAS06669	20	DELF	B	60	2021-08-12	2021	8	33	223	Field	7320	0	1866	
L_21	L_21	delf_2021_27	DELF_2021_R2	FAS06669	21	DELF	B	60	2021-08-15	2021	8	34	226	Field	612	0	335	
L_22	L_22	delf_2021_28	DELF_2021_R2	FAS06669	22	DELF	B	60	2021-08-17	2021	8	34	228	Field	2456	0	505	
L_23	L_23	delf_2021_29	DELF_2021_R2	FAS06669	23	DELF	B	60	2021-08-19	2021	8	34	230	Field	139	0	164	
L_24	L_24	NA	NA	NA	24	NA		NA	NA	Buffer	#VALEUR!	#VALEUR!	NA	Buffer				
K_01	K_1	diec_2021_1	DIEC_2021_R1		1	DIEC	F	21	2021-06-03	2021	6	23	153	Field	5	0	0	
K_02	K_2	diec_2021_2	DIEC_2021_R1		2	DIEC	F	21	2021-06-06	2021	6	24	156	Field	0	0	0	
K_03	K_3	diec_2021_3	DIEC_2021_R1		3	DIEC	F	21	2021-06-08	2021	6	24	158	Field	0	0	0	
K_04	K_4	diec_2021_4	DIEC_2021_R1		4	DIEC	F	21	2021-06-10	2021	6	24	160	Field	0	0	0	
K_05	K_5	diec_2021_5	DIEC_2021_R1		5	DIEC	F	21	2021-06-13	2021	6	25	163	Field	0	0	0	
K_06	K_6	diec_2021_6	DIEC_2021_R1		6	DIEC	F	21	2021-06-15	2021	6	25	165	Field	0	0	0	
K_07	K_7	diec_2021_7	DIEC_2021_R1		7	DIEC	F	21	2021-06-17	2021	6	25	167	Field	0	0	0	
K_08	K_8	diec_2021_8	DIEC_2021_R1		8	DIEC	F	21	2021-06-22	2021	6	26	172	Field	0	0	0	
K_09	K_9	diec_2021_9	DIEC_2021_R1		9	DIEC	F	21	2021-06-24	2021	6	26	174	Field	0	0	0	
K_10	K_10	diec_2021_10	DIEC_2021_R1		10	DIEC	F	21	2021-06-27	2021	6	27	177	Field	0	0	6	
K_11	K_11	diec_2021_11	DIEC_2021_R1		11	DIEC	F	21	2021-06-29	2021	6	27	179	Field	1	0	0	
K_12	K_12	diec_2021_12	DIEC_2021_R1		12	DIEC	F	21	2021-07-01	2021	7	27	181	Field	6	0	0	
K_13	K_13	diec_2021_13	DIEC_2021_R1		13	DIEC	F	21	2021-07-04	2021	7	28	184	Field	2	0	0	
K_14	K_14	diec_2021_14	DIEC_2021_R1		14	DIEC	F	21	2021-07-06	2021	7	28	186	Field	1	0	0	
K_15	K_15	diec_2021_15	DIEC_2021_R1		15	DIEC	F	21	2021-07-08	2021	7	28	188	Field	0	0	0	
K_16	K_16	diec_2021_16	DIEC_2021_R1		16	DIEC	F	21	2021-07-11	2021	7	29	191	Field	10	0	0	
J_01	J_1	diec_2021_17	DIEC_2021_R2		1	DIEC	F	21	2021-07-13	2021	7	29	193	Field	5	0	0	
J_02	J_2	diec_2021_18	DIEC_2021_R2		2	DIEC	F	21	2021-07-15	2021	7	29	195	Field	10	0	0	
J_03	J_3	diec_2021_19	DIEC_2021_R2		3	DIEC	F	21	2021-07-20	2021	7	30	200	Field	30	0	0	
J_04	J_4	diec_2021_20	DIEC_2021_R2		4	DIEC	F	21	2021-07-22	2021	7	30	202	Field	38	0	0	
J_05	J_5	diec_2021_21	DIEC_2021_R2		5	DIEC	F	21	2021-07-25	2021	7	31	205	Field	14	0	0	
J_06	J_6	diec_2021_22	DIEC_2021_R2		6	DIEC	F	21	2021-07-27	2021	7	31	207	Field	11	0	2	
J_07	J_7	diec_2021_23	DIEC_2021_R2		7	DIEC	F	21	2021-07-29	2021	7	31	209	Field	8	0	0	
J_08	J_8	diec_2021_24	DIEC_2021_R2		8	DIEC	F	21	2021-08-01	2021	8	32	212	Field	6	0	0	
J_09	J_9	diec_2021_25	DIEC_2021_R2		9	DIEC	F	21	2021-08-03	2021	8	32	214	Field	2	0	4	
J_10	J_10	diec_2021_26	DIEC_2021_R2		10	DIEC	F	21	2021-08-05	2021	8	32	216	Field	11	5	0	
J_11	J_11	diec_2021_27	DIEC_2021_R2		11	DIEC	F	21	2021-08-08	2021	8	33	219	Field	32	0	0	
J_12	J_12	diec_2021_28	DIEC_2021_R2		12	DIEC	F	21	2021-08-10	2021	8	33	221	Field	99	0	13	
J_13	J_13	diec_2021_29	DIEC_2021_R2		13	DIEC	F	21	2021-08-12	2021	8	33	223	Field	1692	0	7	
J_14	J_14	diec_2021_30	DIEC_2021_R2		14	DIEC	F	21	2021-08-17	2021	8	34	228	Field	0	0	9	
G_01	G_1	sorj_2021_1	SORJ_2021_R1	FAT48267	1	SORJ	D	65	2021-06-03	2021	6	23	153	Field	0	0	0	
G_02	G_2	sorj_2021_2	SORJ_2021_R1	FAT48267	2	SORJ	D	65	2021-06-06	2021	6	24	156	Field	0	0	0	
G_03	G_3	sorj_2021_3	SORJ_2021_R1	FAT48267	3	SORJ	D	65	2021-06-08	2021	6	24	158	Field	0	0	0	
G_04	G_4	sorj_2021_4	SORJ_2021_R1	FAT48267	4	SORJ	D	65	2021-06-10	2021	6	24	160	Field	0	0	0	
G_05	G_5	sorj_2021_5	SORJ_2021_R1	FAT48267	5	SORJ	D	65	2021-06-13	2021	6	25	163	Field	0	0	0	
G_06	G_6	sorj_2021_6	SORJ_2021_R1	FAT48267	6	SORJ	D	65	2021-06-17	2021	6	25	167	Field	0	0	0	
G_07	G_7	sorj_2021_7	SORJ_2021_R1	FAT48267	7	SORJ	D	65	2021-06-20	2021	6	26	170	Field	0	0	0	
G_08	G_8	sorj_2021_8	SORJ_2021_R1	FAT48267	8	SORJ	D	65	2021-06-22	2021	6	26	172	Field	2	0	0	
G_09	G_9	sorj_2021_9	SORJ_2021_R1	FAT48267	9	SORJ	D	65	2021-06-24	2021	6	26	174	Field	2	0	0	
G_10	G_10	sorj_2021_10	SORJ_2021_R1	FAT48267	10	SORJ	D	65	2021-06-27	2021	6	27	177	Field	8	0	3	
G_11	G_11	sorj_2021_11	SORJ_2021_R1	FAT48267	11	SORJ	D	65	2021-06-29	2021	6	27	179	Field	4	0	0	
G_12	G_12	sorj_2021_12	SORJ_2021_R1	FAT48267	12	SORJ	D	65	2021-07-01	2021	7	27	181	Field	9	0	0	
F_01	F_1	sorj_2021_13	SORJ_2021_R2		1	SORJ	D	65	2021-07-04	2021	7	28	184	Field	16	0	0	
F_02	F_2	sorj_2021_14	SORJ_2021_R2		2	SORJ	D	65	2021-07-06	2021	7	28	186	Field	16	0	0	
F_03	F_3	sorj_2021_15	SORJ_2021_R2		3	SORJ	D	65	2021-07-08	2021	7	28	188	Field	54	0	0	
F_04	F_4	sorj_2021_16	SORJ_2021_R2		4	SORJ	D	65	2021-07-11	2021	7	29	191	Field	36	0	0	
F_05	F_5	sorj_2021_17	SORJ_2021_R2		5	SORJ	D	65	2021-07-13	2021	7	29	193	Field	11	0	0	
F_06	F_6	sorj_2021_18	SORJ_2021_R2		6	SORJ	D	65	2021-07-15	2021	7	29	195	Field	117	0	0	
F_07	F_7	sorj_2021_19	SORJ_2021_R2		7	SORJ	D	65	2021-07-18	2021	7	30	198	Field	0	0	0	
F_08	F_8	sorj_2021_20	SORJ_2021_R2		8	SORJ	D	65	2021-07-20	2021	7	30	200	Field	2	0	0	
F_09	F_9	sorj_2021_21	SORJ_2021_R2		9	SORJ	D	65	2021-07-22	2021	7	30	202	Field	401	0	0	
F_10	F_10	sorj_2021_22	SORJ_2021_R2		10	SORJ	D	65	2021-07-25	2021	7	31	205	Field	88	0	0	
F_11	F_11	sorj_2021_23	SORJ_2021_R2		11	SORJ	D	65	2021-07-27	2021	7	31	207	Field	236	0	5	
F_12	F_12	sorj_2021_24	SORJ_2021_R2		12	SORJ	D	65	2021-07-29	2021	7	31	209	Field	645	0	1	
F_13	F_13	sorj_2021_25	SORJ_2021_R2		13	SORJ	D	65	2021-08-01	2021	8	32	212	Field	0	0	0	
F_14	F_14	sorj_2021_26	SORJ_2021_R2		14	SORJ	D	65	2021-08-03	2021	8	32	214	Field	153	0	0	
F_15	F_15	sorj_2021_33	SORJ_2021_R2		15	SORJ	D	65	2021-08-14	2021	8	33	224	Field	2636	0	47	
F_16	F_16	NA	NA	NA	16	NA		NA	NA	Buffer	#VALEUR!	#VALEUR!	NA	Buffer				
B_11	B_11	vanw_2021_1	VANW_2021_R1	FAS13280	11	VANW	E	24	2021-06-03	2021	6	23	153	Field	7	0	0	
B_12	B_12	vanw_2021_2	VANW_2021_R1	FAS13280	12	VANW	E	24	2021-06-06	2021	6	24	156	Field	0	0	0	
B_13	B_13	vanw_2021_3	VANW_2021_R1	FAS13280	13	VANW	E	24	2021-06-08	2021	6	24	158	Field	0	0	0	
B_14	B_14	vanw_2021_4	VANW_2021_R1	FAS13280	14	VANW	E	24	2021-06-10	2021	6	24	160	Field	0	0	0	
B_15	B_15	vanw_2021_5	VANW_2021_R1	FAS13280	15	VANW	E	24	2021-06-13	2021	6	25	163	Field	0	0	0	
B_16	B_16	vanw_2021_6	VANW_2021_R1	FAS13280	16	VANW	E	24	2021-06-15	2021	6	25	165	Field	0	0	0	
B_17	B_17	vanw_2021_7	VANW_2021_R1	FAS13280	17	VANW	E	24	2021-06-17	2021	6	25	167	Field	0	0	0	
B_18	B_18	vanw_2021_8	VANW_2021_R1	FAS13280	18	VANW	E	24	2021-06-20	2021	6	26	170	Field	.	.	.	
B_19	B_19	vanw_2021_9	VANW_2021_R1	FAS13280	19	VANW	E	24	2021-06-22	2021	6	26	172	Field	0	0	0	
B_20	B_20	vanw_2021_10	VANW_2021_R1	FAS13280	20	VANW	E	24	2021-06-24	2021	6	26	174	Field	3	0	0	
B_21	B_21	vanw_2021_11	VANW_2021_R1	FAS13280	21	VANW	E	24	2021-06-27	2021	6	27	177	Field	0	0	0	
B_22	B_22	vanw_2021_12	VANW_2021_R1	FAS13280	22	VANW	E	24	2021-06-29	2021	6	27	179	Field	0	0	0	
B_23	B_23	vanw_2021_13	VANW_2021_R1	FAS13280	23	VANW	E	24	2021-07-01	2021	7	27	181	Field	8	0	0	
B_24	B_24	vanw_2021_14	VANW_2021_R1	FAS13280	24	VANW	E	24	2021-07-04	2021	7	28	184	Field	0	0	0	
A_11	A_11	vanw_2021_15	VANW_2021_R2	FAS13269	11	VANW	E	24	2021-07-08	2021	7	28	188	Field	0	0	0	
A_12	A_12	vanw_2021_16	VANW_2021_R2	FAS13269	12	VANW	E	24	2021-07-11	2021	7	29	191	Field	.	0	0	
A_13	A_13	vanw_2021_17	VANW_2021_R2	FAS13269	13	VANW	E	24	2021-07-15	2021	7	29	195	Field	34	0	0	
A_14	A_14	vanw_2021_18	VANW_2021_R2	FAS13269	14	VANW	E	24	2021-07-18	2021	7	30	198	Field	41	0	1	
A_15	A_15	vanw_2021_19	VANW_2021_R2	FAS13269	15	VANW	E	24	2021-07-20	2021	7	30	200	Field	23	0	0	
A_16	A_16	vanw_2021_20	VANW_2021_R2	FAS13269	16	VANW	E	24	2021-07-22	2021	7	30	202	Field	94	14	2	
A_17	A_17	vanw_2021_21	VANW_2021_R2	FAS13269	17	VANW	E	24	2021-07-25	2021	7	31	205	Field	14	0	0	
A_18	A_18	vanw_2021_22	VANW_2021_R2	FAS13269	18	VANW	E	24	2021-07-27	2021	7	31	207	Field	15	0	10	
A_19	A_19	vanw_2021_23	VANW_2021_R2	FAS13269	19	VANW	E	24	2021-07-29	2021	7	31	209	Field	262	0	32	
A_20	A_20	vanw_2021_24	VANW_2021_R2	FAS13269	20	VANW	E	24	2021-08-01	2021	8	32	212	Field	42	0	0	
A_21	A_21	vanw_2021_25	VANW_2021_R2	FAS13269	21	VANW	E	24	2021-08-10	2021	8	33	221	Field	2700	0	554	
A_22	A_22	vanw_2021_26	VANW_2021_R2	FAS13269	22	VANW	E	24	2021-08-12	2021	8	33	223	Field	4808	0	820	
A_23	A_23	vanw_2021_27	VANW_2021_R2	FAS13269	23	VANW	E	24	2021-08-15	2021	8	34	226	Field	280	0	186	
A_24	A_24	vanw_2021_28	VANW_2021_R2	FAS13269	24	VANW	E	24	2021-08-17	2021	8	34	228	Field	161	0	134	
D_01	D_1	vanh_2021_1	VANH_2021_R1	FAT47863	1	VANH	A	N2P2	2021-06-03	2021	6	23	153	Field	1	0	0	
D_02	D_2	vanh_2021_2	VANH_2021_R1	FAT47863	2	VANH	A	N2P2	2021-06-08	2021	6	24	158	Field	0	0	0	
D_03	D_3	vanh_2021_3	VANH_2021_R1	FAT47863	3	VANH	A	N2P2	2021-06-10	2021	6	24	160	Field	.	0	.	
D_04	D_4	vanh_2021_4	VANH_2021_R1	FAT47863	4	VANH	A	N2P2	2021-06-13	2021	6	25	163	Field	0	0	0	
D_05	D_5	vanh_2021_5	VANH_2021_R1	FAT47863	5	VANH	A	N2P2	2021-06-15	2021	6	25	165	Field	0	0	0	
D_06	D_6	vanh_2021_6	VANH_2021_R1	FAT47863	6	VANH	A	N2P2	2021-06-17	2021	6	25	167	Field	0	0	0	
D_07	D_7	vanh_2021_7	VANH_2021_R1	FAT47863	7	VANH	A	N2P2	2021-06-20	2021	6	26	170	Field	0	0	0	
D_08	D_8	vanh_2021_8	VANH_2021_R1	FAT47863	8	VANH	A	N2P2	2021-06-22	2021	6	26	172	Field	0	0	0	
D_09	D_9	vanh_2021_9	VANH_2021_R1	FAT47863	9	VANH	A	N2P2	2021-06-24	2021	6	26	174	Field	0	0	0	
D_10	D_10	vanh_2021_10	VANH_2021_R1	FAT47863	10	VANH	A	N2P2	2021-06-27	2021	6	27	177	Field	3	0	0	
D_11	D_11	vanh_2021_11	VANH_2021_R1	FAT47863	11	VANH	A	N2P2	2021-06-29	2021	6	27	179	Field	0	0	0	
D_12	D_12	vanh_2021_12	VANH_2021_R1	FAT47863	12	VANH	A	N2P2	2021-07-01	2021	7	27	181	Field	0	0	0	
D_13	D_13	vanh_2021_13	VANH_2021_R1	FAT47863	13	VANH	A	N2P2	2021-07-04	2021	7	28	184	Field	0	0	0	
D_14	D_14	vanh_2021_14	VANH_2021_R1	FAT47863	14	VANH	A	N2P2	2021-07-06	2021	7	28	186	Field	0	0	0	
C_01	C_1	vanh_2021_15	VANH_2021_R2	FAT45459	1	VANH	A	N2P2	2021-07-08	2021	7	28	188	Field	0	0	0	
C_02	C_2	vanh_2021_16	VANH_2021_R2	FAT45459	2	VANH	A	N2P2	2021-07-11	2021	7	29	191	Field	0	0	0	
C_03	C_3	vanh_2021_17	VANH_2021_R2	FAT45459	3	VANH	A	N2P2	2021-07-15	2021	7	29	195	Field	1	0	0	
C_04	C_4	vanh_2021_18	VANH_2021_R2	FAT45459	4	VANH	A	N2P2	2021-07-18	2021	7	30	198	Field	0	0	0	
C_05	C_5	vanh_2021_19	VANH_2021_R2	FAT45459	5	VANH	A	N2P2	2021-07-20	2021	7	30	200	Field	0	0	0	
C_06	C_6	vanh_2021_20	VANH_2021_R2	FAT45459	6	VANH	A	N2P2	2021-07-22	2021	7	30	202	Field	0	0	0	
C_07	C_7	vanh_2021_21	VANH_2021_R2	FAT45459	7	VANH	A	N2P2	2021-07-25	2021	7	31	205	Field	1	0	0	
C_08	C_8	vanh_2021_22	VANH_2021_R2	FAT45459	8	VANH	A	N2P2	2021-07-27	2021	7	31	207	Field	0	0	0	
C_09	C_9	vanh_2021_23	VANH_2021_R2	FAT45459	9	VANH	A	N2P2	2021-07-29	2021	7	31	209	Field	1	0,1	0	
C_10	C_10	vanh_2021_24	VANH_2021_R2	FAT45459	10	VANH	A	N2P2	2021-08-01	2021	8	32	212	Field	0	0	0	
C_11	C_11	vanh_2021_25	VANH_2021_R2	FAT45459	11	VANH	A	N2P2	2021-08-03	2021	8	32	214	Field	0	0	0	
C_12	C_12	vanh_2021_26	VANH_2021_R2	FAT45459	12	VANH	A	N2P2	2021-08-05	2021	8	32	216	Field	103	0	0	
C_13	C_13	vanh_2021_27	VANH_2021_R2	FAT45459	13	VANH	A	N2P2	2021-08-08	2021	8	33	219	Field	109	0	0	
C_14	C_14	vanh_2021_28	VANH_2021_R2	FAT45459	14	VANH	A	N2P2	2021-08-10	2021	8	33	221	Field	251	0	0	
C_15	C_15	vanh_2021_29	VANH_2021_R2	FAT45459	15	VANH	A	N2P2	2021-08-15	2021	8	34	226	Field	200	94	0	
C_16	C_16	vanh_2021_30	VANH_2021_R2	FAT45459	16	VANH	A	N2P2	2021-08-17	2021	8	34	228	Field	346	65,3	0	
I_09	I_9	guej_2021_1	GUEJ_2021_R1	FAT45189	9	GUEJ	C	205	2021-07-01	2021	7	27	181	Field	0	0	0	
I_10	I_10	guej_2021_2	GUEJ_2021_R1	FAT45189	10	GUEJ	C	205	2021-07-04	2021	7	28	184	Field	0	0	0	
I_11	I_11	guej_2021_3	GUEJ_2021_R1	FAT45189	11	GUEJ	C	205	2021-07-06	2021	7	28	186	Field	0	0	0	
I_12	I_12	guej_2021_4	GUEJ_2021_R1	FAT45189	12	GUEJ	C	205	2021-07-08	2021	7	28	188	Field	0	0	0	
I_13	I_13	guej_2021_5	GUEJ_2021_R1	FAT45189	13	GUEJ	C	205	2021-07-13	2021	7	29	193	Field	0	0	0	
I_14	I_14	guej_2021_6	GUEJ_2021_R1	FAT45189	14	GUEJ	C	205	2021-07-15	2021	7	29	195	Field	0	0	0	
I_15	I_15	guej_2021_7	GUEJ_2021_R1	FAT45189	15	GUEJ	C	205	2021-07-18	2021	7	30	198	Field	0	0	0	
I_16	I_16	guej_2021_8	GUEJ_2021_R1	FAT45189	16	GUEJ	C	205	2021-07-20	2021	7	30	200	Field	1	0	0	
I_17	I_17	guej_2021_9	GUEJ_2021_R1	FAT45189	17	GUEJ	C	205	2021-06-03	2021	6	23	153	Field	15	0	0	
I_18	I_18	guej_2021_10	GUEJ_2021_R1	FAT45189	18	GUEJ	C	205	2021-06-08	2021	6	24	158	Field	0	0	0	
I_19	I_19	guej_2021_11	GUEJ_2021_R1	FAT45189	19	GUEJ	C	205	2021-06-10	2021	6	24	160	Field	0	0	0	
I_20	I_20	guej_2021_12	GUEJ_2021_R1	FAT45189	20	GUEJ	C	205	2021-06-15	2021	6	25	165	Field	0	0	0	
I_21	I_21	guej_2021_13	GUEJ_2021_R1	FAT45189	21	GUEJ	C	205	2021-06-20	2021	6	26	170	Field	0	0	0	
I_22	I_22	guej_2021_14	GUEJ_2021_R1	FAT45189	22	GUEJ	C	205	2021-06-22	2021	6	26	172	Field	0	0	0	
I_23	I_23	guej_2021_15	GUEJ_2021_R1	FAT45189	23	GUEJ	C	205	2021-06-27	2021	6	27	177	Field	0	0	0	
I_24	I_24	guej_2021_16	GUEJ_2021_R1	FAT45189	24	GUEJ	C	205	2021-06-29	2021	6	27	179	Field	0	0	0	
H_13	H_13	guej_2021_17	GUEJ_2021_R2	FAT47935	13	GUEJ	C	205	2021-07-22	2021	7	30	202	Field	0	0	0	
H_14	H_14	guej_2021_18	GUEJ_2021_R2	FAT47935	14	GUEJ	C	205	2021-07-25	2021	7	31	205	Field	0	0	0	
H_15	H_15	guej_2021_19	GUEJ_2021_R2	FAT47935	15	GUEJ	C	205	2021-07-27	2021	7	31	207	Field	12	0	0	
H_16	H_16	guej_2021_20	GUEJ_2021_R2	FAT47935	16	GUEJ	C	205	2021-07-29	2021	7	31	209	Field	72	0	1	
H_17	H_17	guej_2021_21	GUEJ_2021_R2	FAT47935	17	GUEJ	C	205	2021-08-03	2021	8	32	214	Field	10	127	0	
H_18	H_18	guej_2021_22	GUEJ_2021_R2	FAT47935	18	GUEJ	C	205	2021-08-05	2021	8	32	216	Field	0	90	0	
H_19	H_19	guej_2021_23	GUEJ_2021_R2	FAT47935	19	GUEJ	C	205	2021-08-08	2021	8	33	219	Field	60	0	0	
H_20	H_20	guej_2021_24	GUEJ_2021_R2	FAT47935	20	GUEJ	C	205	2021-08-10	2021	8	33	221	Field	769	0	2	
H_21	H_21	guej_2021_25	GUEJ_2021_R2	FAT47935	21	GUEJ	C	205	2021-08-12	2021	8	33	223	Field	1761	0	9	
H_22	H_22	guej_2021_26	GUEJ_2021_R2	FAT47935	22	GUEJ	C	205	2021-08-15	2021	8	34	226	Field	39	47	0	
H_23	H_23	guej_2021_27	GUEJ_2021_R2	FAT47935	23	GUEJ	C	205	2021-08-17	2021	8	34	228	Field	4232	410	0	
H_24	H_24	guej_2021_28	GUEJ_2021_R2	FAT47935	24	GUEJ	C	205	2021-08-19	2021	8	34	230	Field	3800	0	4	
Z_41	Z_41	NA	NA	NA	41	NA		NA	NA	Buffer	#VALEUR!	#VALEUR!	NA	Buffer				
Z_42	Z_42	NA	NA	NA	42	NA		NA	NA	Buffer	#VALEUR!	#VALEUR!		Buffer				
Z_43	Z_43	NA	NA	NA	43	NA		NA	NA	Buffer	#VALEUR!	#VALEUR!	NA	Buffer				
